StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
caudalanteriorcingulate,1722,1163,3148,2.529,0.755,0.116,0.019,18,1.5
caudalmiddlefrontal,3683,2363,6472,2.634,0.416,0.107,0.020,27,3.0
cuneus,3464,2307,4473,1.872,0.469,0.130,0.027,36,3.8
entorhinal,700,479,1959,3.099,0.763,0.123,0.029,5,0.9
fusiform,4432,2994,9565,2.724,0.619,0.121,0.022,50,3.8
inferiorparietal,6555,4538,11950,2.427,0.468,0.130,0.026,80,7.0
inferiortemporal,5391,3839,13344,2.860,0.667,0.127,0.027,66,5.9
isthmuscingulate,1844,1208,2961,2.333,0.764,0.116,0.024,19,2.0
lateraloccipital,9111,6015,14200,2.159,0.571,0.133,0.028,106,10.7
lateralorbitofrontal,4650,3357,9032,2.578,0.675,0.148,0.040,58,8.3
lingual,5605,3874,8017,1.921,0.635,0.135,0.032,64,7.5
medialorbitofrontal,2578,1879,4748,2.360,0.735,0.144,0.034,43,3.7
middletemporal,6008,4151,13539,2.756,0.547,0.114,0.021,62,5.3
parahippocampal,1046,669,2222,2.872,0.778,0.102,0.023,8,0.8
paracentral,2661,1724,4568,2.416,0.563,0.109,0.021,19,2.3
parsopercularis,2040,1340,4149,2.756,0.523,0.102,0.019,16,1.6
parsorbitalis,1162,790,2476,2.544,0.653,0.113,0.022,9,1.1
parstriangularis,2242,1462,3920,2.395,0.548,0.098,0.016,18,1.5
pericalcarine,2563,1753,2257,1.462,0.410,0.148,0.036,32,3.8
postcentral,7929,5005,11456,2.050,0.639,0.103,0.019,62,6.5
posteriorcingulate,2096,1452,3643,2.316,0.775,0.134,0.023,32,2.0
precentral,8721,5259,15735,2.692,0.617,0.102,0.021,69,7.5
precuneus,5444,3775,9781,2.378,0.481,0.127,0.026,58,5.9
rostralanteriorcingulate,1817,1305,3754,2.666,0.747,0.128,0.025,22,2.1
rostralmiddlefrontal,5959,4171,11415,2.411,0.547,0.136,0.031,72,7.6
superiorfrontal,11756,8028,24442,2.748,0.535,0.124,0.024,119,11.8
superiorparietal,6630,4360,10256,2.175,0.419,0.111,0.019,59,5.0
superiortemporal,7560,5045,15967,2.753,0.665,0.106,0.021,64,6.6
supramarginal,5005,3274,8718,2.434,0.640,0.121,0.031,114,4.9
transversetemporal,675,392,945,2.317,0.381,0.119,0.022,7,0.5
insula,2722,1814,5680,3.040,0.652,0.110,0.023,22,2.6
