StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
caudalanteriorcingulate,1023,640,1693,2.298,0.667,0.112,0.015,10,0.7
caudalmiddlefrontal,2496,1743,4292,2.272,0.453,0.125,0.026,27,2.7
cuneus,2742,1801,3229,1.731,0.423,0.129,0.028,28,3.3
entorhinal,514,374,1404,2.908,0.680,0.132,0.037,5,0.6
fusiform,4152,2825,7711,2.547,0.702,0.135,0.033,52,5.2
inferiorparietal,7636,5289,13476,2.381,0.507,0.132,0.028,88,8.8
inferiortemporal,4991,3591,11797,2.658,0.819,0.140,0.040,80,8.6
isthmuscingulate,1170,774,1693,2.002,0.741,0.126,0.036,17,1.5
lateraloccipital,6976,4568,10234,2.071,0.695,0.137,0.035,78,10.2
lateralorbitofrontal,3774,2707,7538,2.441,0.757,0.143,0.041,55,6.7
lingual,4681,3076,6355,1.891,0.676,0.129,0.033,56,6.5
medialorbitofrontal,2194,1534,4131,2.335,0.732,0.129,0.037,58,3.4
middletemporal,4652,3178,9316,2.603,0.628,0.121,0.024,50,4.6
parahippocampal,945,596,1617,2.374,0.724,0.100,0.023,8,0.8
paracentral,2214,1376,3052,2.104,0.444,0.098,0.022,15,2.0
parsopercularis,1731,1212,3599,2.711,0.458,0.120,0.023,17,1.7
parsorbitalis,860,643,2169,2.718,0.575,0.134,0.033,10,1.2
parstriangularis,1753,1259,3502,2.406,0.581,0.130,0.030,21,2.3
pericalcarine,2048,1463,1872,1.460,0.442,0.132,0.031,19,2.7
postcentral,5675,3707,7710,1.922,0.580,0.118,0.027,58,6.3
posteriorcingulate,1572,1069,2875,2.427,0.778,0.133,0.031,21,2.1
precentral,5816,3798,9591,2.357,0.504,0.106,0.021,42,5.4
precuneus,5471,3740,9179,2.339,0.569,0.124,0.027,58,6.0
rostralanteriorcingulate,1030,734,2181,2.555,0.764,0.119,0.027,13,1.0
rostralmiddlefrontal,4110,3028,8387,2.379,0.594,0.135,0.032,52,5.6
superiorfrontal,10649,7694,22073,2.503,0.594,0.136,0.031,127,14.1
superiorparietal,5895,3987,9116,2.072,0.515,0.123,0.025,58,6.4
superiortemporal,6605,4486,13590,2.600,0.634,0.115,0.026,64,6.9
supramarginal,4661,3240,7960,2.468,0.535,0.125,0.027,48,5.1
transversetemporal,508,303,808,2.327,0.355,0.102,0.018,4,0.4
insula,2542,1697,5667,3.299,0.854,0.105,0.024,17,2.4
