StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,749,595,1672,2.490,0.740,0.160,0.038,9,1.4
G_and_S_occipital_inf,1079,747,2138,2.532,0.703,0.149,0.036,14,1.6
G_and_S_paracentral,1293,797,1920,2.059,0.449,0.116,0.029,13,1.6
G_and_S_subcentral,1120,749,2287,2.724,0.595,0.132,0.030,13,1.4
G_and_S_transv_frontopol,759,599,1968,2.604,0.680,0.168,0.050,15,1.3
G_and_S_cingul-Ant,2472,1732,4803,2.643,0.600,0.115,0.026,21,2.5
G_and_S_cingul-Mid-Ant,1272,790,2026,2.403,0.450,0.102,0.012,9,0.7
G_and_S_cingul-Mid-Post,1259,855,2239,2.417,0.584,0.116,0.028,13,1.4
G_cingul-Post-dorsal,447,320,1152,2.916,0.819,0.161,0.048,9,0.9
G_cingul-Post-ventral,315,197,462,2.116,0.673,0.111,0.029,3,0.2
G_cuneus,2251,1480,2724,1.663,0.437,0.133,0.030,25,3.0
G_front_inf-Opercular,1123,784,2965,2.855,0.382,0.128,0.027,14,1.3
G_front_inf-Orbital,349,261,1031,2.781,0.577,0.142,0.036,6,0.5
G_front_inf-Triangul,769,568,2051,2.791,0.476,0.152,0.042,13,1.5
G_front_middle,2865,2142,6543,2.409,0.535,0.147,0.035,48,4.3
G_front_sup,5834,4255,14096,2.613,0.623,0.144,0.035,85,8.6
G_Ins_lg_and_S_cent_ins,674,462,1696,3.536,1.237,0.100,0.029,4,0.7
G_insular_short,532,359,1737,3.648,0.817,0.130,0.039,7,0.7
G_occipital_middle,2145,1377,4017,2.362,0.630,0.129,0.030,23,2.8
G_occipital_sup,1379,905,2154,2.067,0.588,0.128,0.027,15,1.6
G_oc-temp_lat-fusifor,2112,1436,4445,2.679,0.749,0.141,0.040,31,3.1
G_oc-temp_med-Lingual,2895,1893,3822,1.799,0.628,0.135,0.036,40,4.2
G_oc-temp_med-Parahip,1322,885,3213,2.750,0.779,0.130,0.039,16,1.8
G_orbital,2209,1650,5741,2.685,0.736,0.151,0.046,40,4.5
G_pariet_inf-Angular,3530,2463,7504,2.507,0.507,0.141,0.032,52,4.5
G_pariet_inf-Supramar,2099,1520,4629,2.630,0.529,0.144,0.034,29,3.0
G_parietal_sup,2377,1682,4665,2.268,0.517,0.132,0.026,29,2.9
G_postcentral,1760,1100,2480,1.888,0.464,0.115,0.030,21,2.0
G_precentral,2126,1378,4403,2.493,0.455,0.112,0.024,20,2.0
G_precuneus,2366,1668,4927,2.428,0.599,0.140,0.035,33,3.3
G_rectus,842,610,1813,2.332,0.618,0.150,0.056,21,2.3
G_subcallosal,477,295,577,1.964,0.701,0.109,0.034,28,0.4
G_temp_sup-G_T_transv,532,319,884,2.308,0.357,0.086,0.014,3,0.3
G_temp_sup-Lateral,1698,1153,4395,2.880,0.674,0.136,0.033,24,2.3
G_temp_sup-Plan_polar,792,543,1662,2.695,0.621,0.091,0.023,4,0.6
G_temp_sup-Plan_tempo,710,477,1188,2.331,0.444,0.106,0.020,5,0.6
G_temporal_inf,2470,1778,6613,2.752,0.859,0.147,0.046,51,4.6
G_temporal_middle,2052,1434,5338,2.861,0.628,0.137,0.032,30,2.6
Lat_Fis-ant-Horizont,371,251,422,1.906,0.390,0.086,0.010,2,0.2
Lat_Fis-ant-Vertical,170,124,274,2.381,0.501,0.121,0.022,1,0.1
Lat_Fis-post,1438,957,1917,2.550,0.520,0.113,0.020,10,1.3
Pole_occipital,3254,2073,4667,1.947,0.801,0.138,0.037,38,5.0
Pole_temporal,1860,1437,5730,2.752,0.930,0.157,0.047,33,3.9
S_calcarine,2313,1631,2426,1.738,0.508,0.124,0.025,19,2.7
S_central,2614,1697,2739,1.846,0.489,0.097,0.019,13,2.1
S_cingul-Marginalis,1264,816,1541,2.035,0.439,0.093,0.017,6,0.9
S_circular_insula_ant,436,311,887,3.147,0.661,0.118,0.029,3,0.5
S_circular_insula_inf,953,610,1274,2.662,0.602,0.081,0.011,3,0.5
S_circular_insula_sup,1198,796,1698,2.540,0.437,0.098,0.017,5,1.0
S_collat_transv_ant,1002,671,1505,2.678,0.393,0.105,0.019,7,0.8
S_collat_transv_post,712,473,823,2.007,0.462,0.138,0.036,7,1.1
S_front_inf,1541,1107,2728,2.362,0.467,0.126,0.027,15,1.7
S_front_middle,1217,922,2337,2.241,0.552,0.129,0.032,13,1.6
