StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,1054,825,2677,2.780,0.557,0.157,0.042,20,1.9
G_and_S_occipital_inf,1825,1227,3393,2.462,0.544,0.129,0.025,20,1.9
G_and_S_paracentral,1745,1151,3374,2.461,0.520,0.109,0.018,16,1.3
G_and_S_subcentral,1295,890,2805,2.732,0.516,0.124,0.023,15,1.3
G_and_S_transv_frontopol,719,610,2003,2.536,0.499,0.173,0.038,19,1.2
G_and_S_cingul-Ant,2228,1597,4339,2.545,0.499,0.119,0.023,32,2.3
G_and_S_cingul-Mid-Ant,1202,829,2142,2.572,0.449,0.123,0.019,12,1.0
G_and_S_cingul-Mid-Post,1089,728,1879,2.419,0.507,0.095,0.015,6,0.8
G_cingul-Post-dorsal,500,357,1404,3.052,0.525,0.143,0.034,8,0.6
G_cingul-Post-ventral,296,206,694,2.629,0.759,0.120,0.034,3,0.3
G_cuneus,2349,1600,3030,1.719,0.533,0.140,0.029,33,2.8
G_front_inf-Opercular,1190,817,3100,2.867,0.370,0.120,0.023,14,1.1
G_front_inf-Orbital,410,292,1118,2.754,0.355,0.136,0.025,6,0.4
G_front_inf-Triangul,949,676,2696,2.855,0.540,0.125,0.026,14,1.0
G_front_middle,3452,2709,8962,2.571,0.504,0.148,0.031,66,4.3
G_front_sup,7650,5552,18646,2.763,0.550,0.131,0.027,96,8.2
G_Ins_lg_and_S_cent_ins,574,369,1317,3.272,1.085,0.095,0.022,5,0.4
G_insular_short,732,484,2229,3.568,0.819,0.106,0.026,8,0.8
G_occipital_middle,2740,1942,5822,2.507,0.503,0.144,0.030,50,3.4
G_occipital_sup,1633,1067,2661,2.129,0.558,0.119,0.023,18,1.6
G_oc-temp_lat-fusifor,2058,1372,5274,3.009,0.479,0.138,0.029,35,2.2
G_oc-temp_med-Lingual,3286,2376,5078,1.934,0.736,0.156,0.038,49,5.4
G_oc-temp_med-Parahip,1450,909,3938,2.992,0.945,0.100,0.024,12,1.2
G_orbital,1929,1599,5625,2.806,0.735,0.170,0.045,48,3.2
G_pariet_inf-Angular,2180,1626,4953,2.470,0.508,0.124,0.025,30,2.1
