StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,932,675,1900,2.365,0.602,0.149,0.041,20,1.5
G_and_S_occipital_inf,1095,710,2151,2.564,0.616,0.127,0.026,14,1.2
G_and_S_paracentral,1634,967,2796,2.476,0.544,0.114,0.027,15,1.7
G_and_S_subcentral,1438,1000,2677,2.359,0.586,0.130,0.025,19,1.4
G_and_S_transv_frontopol,1212,894,2822,2.485,0.615,0.148,0.037,21,1.9
G_and_S_cingul-Ant,3270,2235,6109,2.624,0.612,0.106,0.018,31,2.5
G_and_S_cingul-Mid-Ant,1510,993,2906,2.642,0.577,0.122,0.021,14,1.4
G_and_S_cingul-Mid-Post,1552,1050,2880,2.582,0.554,0.109,0.024,13,1.5
G_cingul-Post-dorsal,599,405,1593,2.926,0.473,0.134,0.036,9,0.9
G_cingul-Post-ventral,308,196,668,2.536,0.936,0.105,0.025,3,0.3
G_cuneus,3146,2059,4486,1.888,0.552,0.134,0.032,39,4.2
G_front_inf-Opercular,1385,925,3229,2.617,0.504,0.118,0.020,20,1.2
G_front_inf-Orbital,339,241,887,2.655,0.512,0.143,0.022,5,0.3
G_front_inf-Triangul,982,702,2566,2.705,0.471,0.147,0.032,17,1.3
G_front_middle,3457,2549,9134,2.620,0.493,0.135,0.029,55,4.2
G_front_sup,6715,4475,15844,2.808,0.557,0.119,0.022,75,6.3
G_Ins_lg_and_S_cent_ins,607,397,1240,3.040,0.683,0.113,0.027,7,0.6
G_insular_short,843,565,2291,3.232,0.860,0.121,0.033,13,1.1
G_occipital_middle,1800,1166,3731,2.546,0.468,0.134,0.030,26,2.0
G_occipital_sup,1528,947,2501,2.271,0.460,0.126,0.029,18,1.8
G_oc-temp_lat-fusifor,2399,1526,6170,2.959,0.627,0.124,0.025,36,2.5
G_oc-temp_med-Lingual,4229,2759,6724,2.058,0.650,0.133,0.033,56,5.5
G_oc-temp_med-Parahip,1062,665,3039,3.000,0.806,0.102,0.026,9,1.0
G_orbital,2757,1987,6208,2.414,0.723,0.149,0.043,61,4.9
G_pariet_inf-Angular,2809,1919,6492,2.588,0.508,0.127,0.026,41,3.1
G_pariet_inf-Supramar,3077,2085,7187,2.720,0.588,0.127,0.026,42,3.3
G_parietal_sup,2748,1762,5732,2.509,0.443,0.121,0.024,35,2.5
G_postcentral,2387,1391,3631,2.062,0.515,0.106,0.025,25,2.4
G_precentral,2862,1691,6451,2.863,0.446,0.097,0.019,24,2.1
G_precuneus,2874,1966,5660,2.458,0.473,0.120,0.025,46,3.1
G_rectus,831,587,1819,2.328,0.599,0.137,0.032,12,1.1
G_subcallosal,645,458,1093,2.428,1.043,0.133,0.050,8,1.2
G_temp_sup-G_T_transv,410,217,721,2.514,0.542,0.110,0.033,7,0.3
G_temp_sup-Lateral,1941,1235,5504,3.140,0.641,0.115,0.020,21,1.7
G_temp_sup-Plan_polar,859,551,1877,3.009,0.684,0.075,0.019,4,0.6
G_temp_sup-Plan_tempo,883,591,1739,2.910,0.546,0.090,0.015,4,0.6
G_temporal_inf,2223,1503,6199,2.929,0.696,0.124,0.034,33,2.8
G_temporal_middle,3146,2190,9258,3.090,0.555,0.131,0.028,47,3.4
Lat_Fis-ant-Horizont,541,374,860,2.256,0.505,0.094,0.015,3,0.4
Lat_Fis-ant-Vertical,362,250,453,2.061,0.408,0.100,0.016,2,0.2
Lat_Fis-post,1420,940,1966,2.521,0.537,0.106,0.020,8,1.2
Pole_occipital,4084,2635,5465,1.858,0.716,0.140,0.033,54,5.6
