StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,900,627,1487,1.937,0.596,0.139,0.035,16,1.3
G_and_S_occipital_inf,1424,966,2911,2.475,0.606,0.133,0.026,18,1.4
G_and_S_paracentral,1206,729,2045,2.316,0.464,0.095,0.022,8,1.1
G_and_S_subcentral,1499,1025,2719,2.392,0.412,0.123,0.024,15,1.4
G_and_S_transv_frontopol,992,731,2271,2.404,0.625,0.148,0.038,18,1.8
G_and_S_cingul-Ant,2235,1559,4572,2.613,0.664,0.113,0.021,23,1.8
G_and_S_cingul-Mid-Ant,1193,810,2032,2.406,0.553,0.115,0.019,10,1.0
G_and_S_cingul-Mid-Post,1322,914,2260,2.460,0.473,0.126,0.027,13,1.4
G_cingul-Post-dorsal,609,426,1794,3.232,0.691,0.168,0.039,10,1.1
G_cingul-Post-ventral,305,205,675,2.504,0.781,0.107,0.024,3,0.2
G_cuneus,2485,1586,3631,1.981,0.624,0.138,0.029,34,3.1
G_front_inf-Opercular,1238,877,3099,2.631,0.335,0.124,0.023,16,1.3
G_front_inf-Orbital,415,291,1153,2.733,0.490,0.130,0.027,10,0.5
G_front_inf-Triangul,683,521,1798,2.508,0.524,0.143,0.028,11,0.8
G_front_middle,3276,2422,7633,2.391,0.560,0.135,0.033,60,4.5
G_front_sup,5387,3792,13280,2.706,0.592,0.124,0.026,78,5.7
G_Ins_lg_and_S_cent_ins,629,425,1372,2.974,0.646,0.126,0.032,9,0.6
G_insular_short,794,562,2285,3.119,1.004,0.140,0.046,14,1.4
G_occipital_middle,2680,1715,5839,2.624,0.493,0.122,0.023,36,2.5
G_occipital_sup,1408,858,2077,2.058,0.410,0.106,0.018,15,1.0
G_oc-temp_lat-fusifor,2121,1376,5296,2.986,0.609,0.120,0.026,26,2.3
G_oc-temp_med-Lingual,3070,2227,4960,2.003,0.724,0.152,0.041,45,5.3
G_oc-temp_med-Parahip,1484,968,4167,3.169,0.860,0.111,0.028,18,1.4
G_orbital,2405,1778,6406,2.650,0.557,0.148,0.039,47,3.6
G_pariet_inf-Angular,2419,1697,6322,2.785,0.482,0.126,0.027,34,2.7
G_pariet_inf-Supramar,3111,2175,7591,2.807,0.456,0.127,0.026,42,3.2
G_parietal_sup,2353,1586,5425,2.573,0.505,0.133,0.026,31,2.5
G_postcentral,2240,1378,4108,2.316,0.599,0.108,0.023,24,2.0
G_precentral,2558,1624,5705,2.696,0.499,0.113,0.023,25,2.3
G_precuneus,2250,1569,5226,2.632,0.550,0.139,0.029,35,2.6
G_rectus,733,528,1815,2.555,0.521,0.151,0.042,16,1.4
G_subcallosal,417,265,650,2.368,0.785,0.102,0.039,4,0.6
G_temp_sup-G_T_transv,465,246,789,2.508,0.493,0.109,0.026,5,0.3
G_temp_sup-Lateral,2021,1326,5272,2.925,0.612,0.113,0.022,26,1.9
G_temp_sup-Plan_polar,806,530,1841,3.055,0.631,0.086,0.021,4,0.6
G_temp_sup-Plan_tempo,817,550,1532,2.630,0.584,0.071,0.013,3,0.4
G_temporal_inf,2739,1894,7329,2.853,0.646,0.126,0.030,44,3.5
G_temporal_middle,2540,1855,7624,3.013,0.574,0.127,0.027,35,3.0
Lat_Fis-ant-Horizont,324,217,373,1.976,0.314,0.088,0.013,1,0.1
Lat_Fis-ant-Vertical,353,238,410,1.987,0.231,0.086,0.013,1,0.1
Lat_Fis-post,1591,1039,2080,2.487,0.445,0.096,0.019,8,1.3
Pole_occipital,4150,2670,5722,1.982,0.508,0.132,0.032,48,5.6
Pole_temporal,1678,1317,5970,3.098,0.819,0.137,0.035,24,2.3
S_calcarine,2709,1878,3349,2.038,0.613,0.115,0.023,22,2.6
S_central,2568,1714,2919,1.933,0.541,0.084,0.015,10,1.6
S_cingul-Marginalis,1195,809,1789,2.262,0.440,0.105,0.022,8,1.1
S_circular_insula_ant,632,426,900,2.518,0.563,0.104,0.023,3,0.6
S_circular_insula_inf,1258,823,1654,2.494,0.635,0.077,0.012,4,0.7
S_circular_insula_sup,1536,1045,2113,2.428,0.508,0.109,0.020,8,1.5
S_collat_transv_ant,1216,809,1794,2.553,0.559,0.100,0.017,6,0.9
S_collat_transv_post,509,338,611,2.291,0.515,0.133,0.031,4,0.6
S_front_inf,1336,910,1732,1.949,0.383,0.103,0.019,9,1.1
S_front_middle,2082,1516,3344,2.019,0.477,0.116,0.024,24,2.1
S_front_sup,2987,2102,4996,2.243,0.508,0.115,0.023,26,2.9
S_interm_prim-Jensen,360,264,660,2.494,0.308,0.082,0.008,1,0.1
S_intrapariet_and_P_trans,2971,1988,3986,2.194,0.374,0.099,0.015,19,1.7
S_oc_middle_and_Lunatus,1529,1016,2011,2.253,0.394,0.112,0.024,9,1.4
S_oc_sup_and_transversal,1190,793,1526,2.102,0.399,0.107,0.018,9,0.9
S_occipital_ant,829,565,1393,2.373,0.446,0.112,0.020,9,0.7
S_oc-temp_lat,1137,761,1611,2.424,0.386,0.092,0.015,6,0.6
S_oc-temp_med_and_Lingual,1836,1254,2884,2.577,0.487,0.105,0.019,11,1.5
S_orbital_lateral,324,236,428,1.682,0.534,0.129,0.025,3,0.4
