StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
caudalanteriorcingulate,921,613,1608,2.359,0.502,0.136,0.016,14,0.7
caudalmiddlefrontal,2362,1543,4163,2.398,0.511,0.102,0.018,16,1.9
cuneus,2473,1592,3258,1.911,0.420,0.125,0.027,25,2.9
entorhinal,345,233,1085,3.458,0.760,0.126,0.025,4,0.3
fusiform,3858,2472,6727,2.524,0.558,0.117,0.022,45,3.4
inferiorparietal,8375,5515,14680,2.410,0.503,0.115,0.021,82,7.5
inferiortemporal,4787,3211,11349,2.879,0.713,0.120,0.027,56,5.2
isthmuscingulate,1316,847,1942,2.091,0.736,0.120,0.024,17,1.3
lateraloccipital,7900,4910,11218,2.054,0.577,0.126,0.029,86,9.1
lateralorbitofrontal,3758,2649,7223,2.434,0.742,0.141,0.038,57,6.2
lingual,3413,2259,4925,2.027,0.567,0.132,0.031,44,4.7
medialorbitofrontal,1818,1339,3464,2.259,0.778,0.142,0.039,32,2.9
middletemporal,5722,3791,11898,2.672,0.620,0.107,0.019,50,4.6
parahippocampal,945,564,1646,2.437,0.784,0.069,0.012,4,0.4
paracentral,2526,1498,3709,2.380,0.537,0.090,0.016,14,1.6
parsopercularis,2362,1618,4411,2.419,0.439,0.113,0.021,23,2.1
parsorbitalis,1007,710,2298,2.659,0.490,0.136,0.029,14,1.1
parstriangularis,1913,1358,3354,2.192,0.532,0.129,0.026,24,2.1
pericalcarine,2257,1483,2416,1.713,0.413,0.130,0.030,24,2.8
postcentral,5504,3440,7106,1.880,0.502,0.101,0.019,45,4.4
posteriorcingulate,2094,1362,3558,2.304,0.715,0.121,0.021,24,2.0
precentral,6138,3765,10638,2.553,0.551,0.096,0.018,41,4.6
precuneus,5762,3792,9588,2.365,0.471,0.120,0.023,60,5.5
rostralanteriorcingulate,870,558,1343,2.222,0.726,0.105,0.019,8,0.7
rostralmiddlefrontal,4007,2789,6742,2.079,0.547,0.125,0.028,50,4.5
superiorfrontal,10854,7427,22373,2.557,0.638,0.119,0.024,112,11.0
superiorparietal,7318,4681,11141,2.205,0.438,0.110,0.020,65,6.1
superiortemporal,6627,4292,13730,2.770,0.662,0.104,0.022,56,6.0
supramarginal,4470,2981,8058,2.512,0.500,0.121,0.023,45,4.2
transversetemporal,510,286,711,2.258,0.293,0.069,0.013,2,0.3
insula,2628,1715,5022,2.877,0.757,0.103,0.022,19,2.2
