StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1349,923,2164,2.533,0.441,0.099,0.018,8,1.1
caudalanteriorcingulate,1111,739,1862,2.160,0.587,0.121,0.013,15,0.7
caudalmiddlefrontal,2319,1460,3584,2.407,0.522,0.095,0.016,13,1.6
cuneus,2942,1889,3764,1.792,0.540,0.127,0.029,34,3.5
entorhinal,666,451,2325,3.303,0.846,0.101,0.025,5,0.6
fusiform,4668,3068,9936,2.810,0.593,0.111,0.021,48,3.9
inferiorparietal,9774,6479,18531,2.602,0.457,0.114,0.020,97,8.5
inferiortemporal,5172,3558,11361,2.711,0.717,0.122,0.027,62,5.3
isthmuscingulate,1392,911,2576,2.492,0.782,0.110,0.022,14,1.2
lateraloccipital,8220,5143,13559,2.349,0.696,0.130,0.029,94,10.1
lateralorbitofrontal,4079,2802,7459,2.508,0.643,0.131,0.030,49,5.0
lingual,5981,4080,8875,2.030,0.702,0.139,0.036,71,9.3
medialorbitofrontal,3117,2149,5628,2.338,0.679,0.121,0.026,41,3.6
middletemporal,5426,3639,12386,2.817,0.610,0.111,0.022,53,4.9
parahippocampal,1061,655,2029,2.612,0.726,0.083,0.015,7,0.5
paracentral,1927,1196,3230,2.497,0.428,0.101,0.017,14,1.4
parsopercularis,2723,1833,5434,2.662,0.514,0.109,0.020,26,2.1
parsorbitalis,1342,1004,3133,2.596,0.602,0.149,0.029,19,1.7
parstriangularis,3618,2573,7175,2.455,0.502,0.127,0.022,41,3.6
pericalcarine,3105,2157,3100,1.628,0.469,0.147,0.036,37,4.8
postcentral,3960,2696,6677,2.395,0.419,0.124,0.023,40,3.8
posteriorcingulate,1854,1280,3559,2.514,0.611,0.133,0.026,25,2.1
precentral,5936,3807,8567,2.043,0.612,0.105,0.020,71,5.0
precuneus,5609,3838,9911,2.459,0.507,0.118,0.024,58,5.7
rostralanteriorcingulate,1024,691,2087,2.447,0.711,0.126,0.024,14,1.0
rostralmiddlefrontal,11841,8543,23794,2.378,0.592,0.128,0.027,152,13.3
superiorfrontal,12657,8536,26144,2.660,0.554,0.112,0.022,114,11.6
superiorparietal,7441,4807,11839,2.267,0.466,0.115,0.022,77,6.6
superiortemporal,5359,3522,11338,2.811,0.599,0.102,0.018,46,3.9
supramarginal,4016,2705,7587,2.596,0.473,0.115,0.024,41,4.0
frontalpole,568,413,1292,2.520,0.530,0.137,0.028,9,0.8
temporalpole,682,505,2520,3.813,0.517,0.124,0.032,7,0.8
transversetemporal,630,331,976,2.584,0.348,0.093,0.023,5,0.4
insula,3163,2114,6309,2.918,0.767,0.107,0.027,25,3.2
