StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1298,881,2143,2.525,0.480,0.108,0.019,10,1.0
caudalanteriorcingulate,910,577,1505,2.401,0.505,0.107,0.015,10,0.6
caudalmiddlefrontal,3382,2185,5767,2.381,0.516,0.111,0.022,29,3.0
cuneus,2343,1525,2590,1.656,0.373,0.137,0.033,29,3.2
entorhinal,600,396,1750,3.179,0.548,0.086,0.021,3,0.5
fusiform,4576,3058,8890,2.699,0.527,0.120,0.024,48,4.7
inferiorparietal,5920,4028,10386,2.367,0.496,0.122,0.023,65,5.8
inferiortemporal,4052,2808,8798,2.685,0.614,0.127,0.028,52,4.7
isthmuscingulate,1303,850,2181,2.318,0.739,0.121,0.030,15,1.7
lateraloccipital,7828,5067,12183,2.103,0.650,0.132,0.029,94,9.6
lateralorbitofrontal,3949,2676,6644,2.328,0.539,0.126,0.025,43,4.2
lingual,5055,3374,6203,1.803,0.519,0.127,0.028,54,6.0
medialorbitofrontal,2810,1922,4857,2.261,0.565,0.121,0.029,37,3.1
middletemporal,4561,3088,9706,2.696,0.537,0.116,0.022,51,4.1
parahippocampal,1043,651,1879,2.560,0.553,0.085,0.017,6,0.6
paracentral,2560,1533,4026,2.370,0.536,0.120,0.025,25,2.7
parsopercularis,2544,1651,4699,2.456,0.460,0.111,0.023,24,2.1
parsorbitalis,941,651,1964,2.475,0.426,0.139,0.032,13,1.2
parstriangularis,2201,1460,3695,2.201,0.523,0.120,0.023,24,2.1
pericalcarine,2347,1549,1657,1.215,0.268,0.126,0.025,25,2.5
postcentral,6177,3931,9139,2.039,0.646,0.106,0.020,54,5.1
posteriorcingulate,1663,1134,2649,2.219,0.539,0.135,0.032,23,2.3
precentral,7696,4748,12874,2.475,0.626,0.102,0.021,59,6.4
precuneus,4776,3180,7663,2.256,0.482,0.116,0.022,48,4.5
rostralanteriorcingulate,972,707,1966,2.574,0.640,0.136,0.030,14,1.2
rostralmiddlefrontal,7574,5324,12847,2.171,0.497,0.131,0.027,89,8.5
superiorfrontal,10523,7215,19726,2.446,0.501,0.123,0.025,105,10.6
superiorparietal,8066,5195,11838,2.107,0.431,0.108,0.019,77,6.4
superiortemporal,6758,4380,13575,2.700,0.594,0.102,0.019,57,5.5
supramarginal,5709,3791,9723,2.338,0.484,0.111,0.021,56,5.0
frontalpole,308,255,810,2.446,0.367,0.160,0.036,6,0.4
temporalpole,497,375,1876,3.614,0.467,0.145,0.032,8,0.6
transversetemporal,910,508,1154,2.098,0.390,0.097,0.024,7,0.9
insula,3587,2419,6187,2.711,0.681,0.124,0.032,35,4.3
