StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,1049,745,1700,2.035,0.608,0.133,0.031,12,1.4
G_and_S_occipital_inf,1735,1118,2974,2.299,0.618,0.111,0.023,15,1.5
G_and_S_paracentral,1534,1024,3000,2.449,0.526,0.114,0.021,13,1.4
G_and_S_subcentral,1366,915,2952,2.792,0.442,0.105,0.024,12,1.0
G_and_S_transv_frontopol,537,446,1440,2.557,0.489,0.164,0.043,9,0.8
G_and_S_cingul-Ant,1740,1196,3160,2.491,0.645,0.111,0.018,15,1.3
G_and_S_cingul-Mid-Ant,1036,724,1888,2.521,0.579,0.119,0.020,10,0.8
G_and_S_cingul-Mid-Post,1251,863,2304,2.572,0.544,0.118,0.021,11,1.1
G_cingul-Post-dorsal,588,425,1713,2.994,0.695,0.140,0.032,8,0.8
G_cingul-Post-ventral,276,178,568,2.530,0.818,0.127,0.037,4,0.2
G_cuneus,2095,1455,2890,1.795,0.483,0.143,0.031,26,2.8
G_front_inf-Opercular,1432,964,3489,2.737,0.533,0.123,0.027,17,1.5
G_front_inf-Orbital,301,225,812,2.681,0.585,0.147,0.043,7,0.4
G_front_inf-Triangul,787,601,2180,2.685,0.586,0.134,0.028,13,1.0
G_front_middle,3673,2682,9416,2.614,0.547,0.141,0.031,53,4.9
G_front_sup,6596,4598,16485,2.893,0.598,0.122,0.025,67,6.5
G_Ins_lg_and_S_cent_ins,599,390,1357,3.295,0.764,0.119,0.044,8,0.8
G_insular_short,644,485,2150,3.608,0.744,0.136,0.035,8,0.9
G_occipital_middle,2359,1587,5185,2.538,0.483,0.137,0.029,36,2.6
G_occipital_sup,1331,894,2349,2.294,0.511,0.124,0.027,15,1.4
G_oc-temp_lat-fusifor,2143,1375,4907,2.868,0.561,0.115,0.019,25,1.7
G_oc-temp_med-Lingual,2787,2066,4299,1.852,0.655,0.161,0.044,43,5.0
G_oc-temp_med-Parahip,1799,1275,5422,3.054,0.935,0.120,0.030,25,2.0
G_orbital,2025,1552,4879,2.531,0.710,0.141,0.043,41,3.1
G_pariet_inf-Angular,2477,1762,5314,2.425,0.579,0.134,0.028,38,2.8
G_pariet_inf-Supramar,2744,1956,6765,2.739,0.502,0.123,0.024,33,2.5
G_parietal_sup,3128,2216,6046,2.253,0.464,0.118,0.022,40,2.7
G_postcentral,1958,1226,4164,2.451,0.662,0.104,0.023,18,1.8
G_precentral,2360,1372,6029,3.144,0.624,0.093,0.021,18,1.7
G_precuneus,2733,1914,6661,2.735,0.494,0.136,0.029,41,3.1
G_rectus,895,632,2157,2.629,0.700,0.122,0.030,15,1.0
G_subcallosal,445,304,710,2.475,0.808,0.132,0.049,7,0.9
G_temp_sup-G_T_transv,591,358,1177,2.709,0.370,0.110,0.020,5,0.4
G_temp_sup-Lateral,2018,1329,6044,3.174,0.692,0.118,0.024,22,2.0
G_temp_sup-Plan_polar,652,451,1797,3.523,0.647,0.094,0.021,4,0.6
G_temp_sup-Plan_tempo,982,646,2037,2.789,0.452,0.090,0.015,6,0.7
G_temporal_inf,2592,1864,7584,2.985,0.654,0.136,0.032,42,3.3
G_temporal_middle,2159,1464,6813,3.146,0.633,0.124,0.026,28,2.2
Lat_Fis-ant-Horizont,237,166,306,1.926,0.356,0.090,0.015,1,0.1
Lat_Fis-ant-Vertical,275,189,355,1.858,0.460,0.080,0.011,1,0.1
Lat_Fis-post,1148,757,1459,2.399,0.489,0.109,0.019,7,1.0
Pole_occipital,2133,1372,2412,1.666,0.495,0.144,0.034,30,3.1
Pole_temporal,1382,1050,4655,3.132,0.888,0.136,0.030,17,1.6
S_calcarine,2062,1425,2165,1.817,0.667,0.134,0.030,24,2.5
S_central,2548,1717,3217,2.100,0.694,0.089,0.016,10,1.7
S_cingul-Marginalis,997,671,1456,2.370,0.377,0.098,0.017,5,0.7
S_circular_insula_ant,518,335,665,2.284,0.436,0.078,0.010,2,0.2
S_circular_insula_inf,1285,841,2015,2.800,0.753,0.088,0.016,6,0.8
S_circular_insula_sup,1491,965,1950,2.543,0.357,0.097,0.017,6,1.1
S_collat_transv_ant,995,656,1420,2.442,0.427,0.090,0.012,5,0.5
S_collat_transv_post,449,295,573,2.116,0.615,0.141,0.031,5,0.6
S_front_inf,1690,1114,2030,1.982,0.460,0.089,0.014,8,0.9
S_front_middle,1043,724,1321,1.977,0.474,0.123,0.029,10,1.4
S_front_sup,2449,1628,3640,2.446,0.416,0.093,0.017,11,1.7
S_interm_prim-Jensen,241,170,301,1.919,0.306,0.085,0.010,1,0.1
S_intrapariet_and_P_trans,3123,2049,4242,2.240,0.412,0.091,0.013,17,1.7
S_oc_middle_and_Lunatus,903,591,987,1.942,0.275,0.090,0.012,5,0.5
S_oc_sup_and_transversal,1247,817,1603,2.242,0.306,0.105,0.017,8,0.8
S_occipital_ant,806,516,1219,2.435,0.367,0.089,0.015,4,0.4
S_oc-temp_lat,830,548,1162,2.421,0.375,0.083,0.010,3,0.4
S_oc-temp_med_and_Lingual,1858,1314,2925,2.428,0.419,0.114,0.019,14,1.4
S_orbital_lateral,188,142,344,2.859,0.544,0.154,0.044,2,0.4
S_orbital_med-olfact,705,475,927,2.204,0.534,0.099,0.013,4,0.4
S_orbital-H_Shaped,1238,855,2239,2.615,0.765,0.114,0.026,9,1.3
S_parieto_occipital,2215,1484,2994,2.328,0.557,0.109,0.017,16,1.6
S_pericallosal,1227,735,913,1.501,0.508,0.105,0.015,19,0.8
S_postcentral,2822,1841,3681,2.126,0.393,0.099,0.017,18,2.0
S_precentral-inf-part,1357,902,2055,2.408,0.440,0.109,0.021,9,1.2
S_precentral-sup-part,1193,773,1540,2.337,0.417,0.090,0.012,5,0.7
S_suborbital,714,514,1297,2.537,1.016,0.125,0.020,6,0.7
S_subparietal,1085,736,1523,2.436,0.360,0.118,0.024,7,1.1
S_temporal_inf,1728,1169,2237,2.260,0.529,0.111,0.015,13,1.4
S_temporal_sup,6150,4071,9581,2.454,0.469,0.097,0.017,38,4.4
S_temporal_transverse,364,243,561,2.460,0.458,0.119,0.017,3,0.3
