StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,1036,737,1725,2.066,0.547,0.140,0.034,19,1.5
G_and_S_occipital_inf,1503,1000,3047,2.603,0.657,0.127,0.028,16,1.6
G_and_S_paracentral,1617,944,2803,2.416,0.528,0.102,0.020,13,1.3
G_and_S_subcentral,1199,766,2334,2.618,0.459,0.117,0.022,13,0.9
G_and_S_transv_frontopol,742,554,1391,2.104,0.473,0.137,0.026,15,0.8
G_and_S_cingul-Ant,2098,1547,4305,2.620,0.549,0.130,0.027,24,2.8
G_and_S_cingul-Mid-Ant,1204,827,2194,2.628,0.423,0.115,0.022,11,1.3
G_and_S_cingul-Mid-Post,1387,942,2417,2.554,0.368,0.122,0.029,15,1.6
G_cingul-Post-dorsal,597,398,1457,2.716,0.579,0.136,0.031,7,0.8
G_cingul-Post-ventral,324,205,627,2.637,0.903,0.141,0.041,5,0.5
G_cuneus,1934,1325,2710,1.817,0.529,0.150,0.038,28,3.0
G_front_inf-Opercular,1329,914,2933,2.512,0.455,0.114,0.025,18,1.3
G_front_inf-Orbital,398,270,985,2.624,0.416,0.145,0.025,6,0.4
G_front_inf-Triangul,1083,737,2424,2.410,0.530,0.132,0.025,15,1.0
G_front_middle,3607,2669,8003,2.401,0.542,0.143,0.034,57,4.8
G_front_sup,6154,4219,14139,2.721,0.551,0.124,0.026,72,6.5
G_Ins_lg_and_S_cent_ins,616,424,1181,2.749,0.813,0.149,0.046,9,1.3
G_insular_short,623,453,2054,3.308,0.883,0.139,0.046,10,1.1
G_occipital_middle,2381,1575,5191,2.540,0.515,0.138,0.027,40,2.8
G_occipital_sup,1711,1110,2841,2.182,0.577,0.125,0.026,21,1.7
G_oc-temp_lat-fusifor,1479,991,3614,2.820,0.510,0.134,0.027,22,1.6
G_oc-temp_med-Lingual,3262,2181,5094,2.015,0.679,0.149,0.040,47,5.4
G_oc-temp_med-Parahip,1394,906,3981,3.147,0.775,0.118,0.027,14,1.5
G_orbital,2362,1663,5147,2.435,0.612,0.140,0.038,36,3.5
G_pariet_inf-Angular,2702,1891,6266,2.596,0.603,0.143,0.029,44,3.2
G_pariet_inf-Supramar,2201,1532,4659,2.592,0.468,0.129,0.024,28,2.3
G_parietal_sup,2489,1658,5046,2.393,0.568,0.114,0.019,27,2.0
G_postcentral,2134,1267,3571,2.252,0.550,0.094,0.020,18,1.7
G_precentral,2423,1409,5450,2.931,0.547,0.102,0.022,19,2.0
G_precuneus,2674,1836,5746,2.452,0.539,0.140,0.029,38,3.3
G_rectus,1085,717,1925,2.131,0.692,0.174,0.063,28,3.0
G_subcallosal,600,380,897,2.375,0.873,0.114,0.041,7,0.6
G_temp_sup-G_T_transv,543,296,786,2.309,0.381,0.086,0.022,3,0.5
G_temp_sup-Lateral,1936,1219,4875,2.860,0.565,0.115,0.022,25,1.8
G_temp_sup-Plan_polar,698,448,1630,3.065,0.773,0.073,0.014,2,0.4
G_temp_sup-Plan_tempo,1085,766,1924,2.373,0.447,0.123,0.029,12,1.4
G_temporal_inf,2318,1597,6899,3.063,0.700,0.142,0.032,39,3.2
G_temporal_middle,2430,1732,7925,3.240,0.561,0.139,0.028,36,3.1
Lat_Fis-ant-Horizont,344,223,339,1.792,0.328,0.090,0.017,1,0.2
Lat_Fis-ant-Vertical,506,358,706,1.974,0.337,0.105,0.017,3,0.3
Lat_Fis-post,1047,708,1292,2.254,0.404,0.112,0.022,6,1.1
Pole_occipital,2190,1383,2291,1.621,0.450,0.138,0.034,27,3.2
Pole_temporal,1315,979,5062,3.291,0.864,0.144,0.035,22,1.9
S_calcarine,2311,1589,2259,1.629,0.589,0.141,0.030,26,3.1
S_central,2709,1777,2897,1.808,0.610,0.099,0.020,16,2.1
S_cingul-Marginalis,1010,663,1285,2.123,0.350,0.089,0.014,5,0.6
S_circular_insula_ant,520,347,728,2.536,0.505,0.100,0.020,2,0.5
S_circular_insula_inf,1269,849,1785,2.549,0.677,0.095,0.019,6,1.1
S_circular_insula_sup,1576,1039,2105,2.461,0.418,0.105,0.020,8,1.5
S_collat_transv_ant,1067,746,1963,2.583,0.539,0.116,0.019,10,0.9
