StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,911,636,1607,2.194,0.526,0.138,0.041,14,1.5
G_and_S_occipital_inf,1058,686,2516,2.812,0.624,0.112,0.022,9,1.0
G_and_S_paracentral,1491,849,2524,2.415,0.546,0.097,0.021,12,1.2
G_and_S_subcentral,1205,808,2423,2.674,0.497,0.131,0.028,13,1.3
G_and_S_transv_frontopol,1281,958,2706,2.263,0.604,0.150,0.042,28,2.3
G_and_S_cingul-Ant,2761,1935,4975,2.388,0.580,0.125,0.027,32,3.1
G_and_S_cingul-Mid-Ant,1148,773,2155,2.778,0.385,0.101,0.020,9,0.9
G_and_S_cingul-Mid-Post,1256,850,2238,2.657,0.425,0.115,0.028,9,1.4
G_cingul-Post-dorsal,510,347,1251,2.753,0.609,0.156,0.039,10,0.8
G_cingul-Post-ventral,288,173,521,2.400,0.715,0.112,0.030,3,0.3
G_cuneus,2509,1565,2995,1.727,0.494,0.128,0.031,30,3.2
G_front_inf-Opercular,1147,772,2562,2.548,0.389,0.107,0.020,12,1.1
G_front_inf-Orbital,252,192,657,2.719,0.413,0.146,0.026,4,0.3
G_front_inf-Triangul,427,293,939,2.410,0.451,0.115,0.023,5,0.4
G_front_middle,2877,2144,6864,2.467,0.551,0.146,0.031,51,3.7
G_front_sup,5741,3901,13496,2.751,0.547,0.123,0.025,76,5.9
G_Ins_lg_and_S_cent_ins,496,310,1081,3.247,0.690,0.101,0.030,4,0.4
G_insular_short,591,410,1726,3.066,0.847,0.154,0.046,11,1.2
G_occipital_middle,3085,1993,6249,2.493,0.543,0.138,0.029,46,3.8
G_occipital_sup,1456,893,2294,2.290,0.563,0.111,0.026,13,1.6
G_oc-temp_lat-fusifor,1781,1156,4395,2.941,0.593,0.132,0.029,30,1.9
G_oc-temp_med-Lingual,3298,2159,5079,2.093,0.697,0.137,0.036,42,4.8
G_oc-temp_med-Parahip,1206,761,3983,3.516,0.734,0.100,0.025,10,1.0
