StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1197,780,1983,2.484,0.410,0.088,0.015,6,0.7
caudalanteriorcingulate,731,480,1613,2.969,0.767,0.135,0.021,13,0.8
caudalmiddlefrontal,2387,1658,4946,2.629,0.532,0.119,0.023,21,2.3
cuneus,1679,1173,2372,1.895,0.438,0.154,0.036,23,2.5
entorhinal,532,359,2060,3.463,0.821,0.106,0.022,4,0.5
fusiform,3815,2617,8407,2.878,0.640,0.125,0.024,45,3.9
inferiorparietal,4937,3464,9695,2.448,0.591,0.115,0.021,49,4.5
inferiortemporal,3500,2583,9621,2.964,0.730,0.141,0.036,52,4.8
isthmuscingulate,1118,749,2259,2.520,0.890,0.124,0.026,13,1.1
lateraloccipital,6300,4086,10960,2.287,0.649,0.124,0.026,68,6.6
lateralorbitofrontal,3410,2352,6939,2.741,0.643,0.126,0.028,46,3.8
lingual,3752,2613,5838,2.086,0.614,0.135,0.033,44,5.1
medialorbitofrontal,2314,1606,4723,2.569,0.736,0.119,0.029,34,2.6
middletemporal,3268,2259,8614,3.019,0.671,0.119,0.024,38,3.1
parahippocampal,943,570,1603,2.373,0.578,0.071,0.014,7,0.5
paracentral,1642,1011,3056,2.662,0.635,0.090,0.018,8,1.3
parsopercularis,2112,1445,4525,2.632,0.568,0.107,0.020,19,1.7
parsorbitalis,873,666,2276,2.569,0.702,0.128,0.024,13,1.0
parstriangularis,1754,1185,3242,2.371,0.674,0.111,0.020,16,1.6
pericalcarine,1490,1047,1314,1.491,0.522,0.144,0.034,18,2.1
postcentral,5349,3544,9431,2.248,0.646,0.110,0.022,49,4.9
posteriorcingulate,1288,840,2112,2.277,0.767,0.117,0.022,15,1.2
precentral,6312,4040,12095,2.672,0.619,0.105,0.021,45,5.6
precuneus,4687,3392,8790,2.429,0.610,0.126,0.024,55,4.5
rostralanteriorcingulate,687,476,1889,2.878,0.917,0.110,0.020,5,0.6
rostralmiddlefrontal,5620,4279,11994,2.415,0.581,0.142,0.033,80,7.7
superiorfrontal,8682,6216,21189,2.944,0.646,0.121,0.025,80,9.0
superiorparietal,7370,5092,13111,2.292,0.516,0.116,0.021,74,6.2
superiortemporal,4981,3348,11385,2.930,0.646,0.103,0.018,42,4.0
supramarginal,5321,3774,10615,2.461,0.580,0.128,0.026,63,5.6
frontalpole,288,239,869,2.594,0.695,0.155,0.042,5,0.4
temporalpole,512,421,2540,4.149,0.580,0.152,0.038,7,0.7
transversetemporal,637,406,1256,2.771,0.466,0.127,0.027,7,0.6
insula,3334,2307,6986,3.129,1.026,0.124,0.034,34,4.9
