StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,864,640,1773,2.253,0.638,0.143,0.044,12,1.3
G_and_S_occipital_inf,1533,1043,3220,2.667,0.602,0.126,0.027,16,1.6
G_and_S_paracentral,1440,912,2676,2.365,0.613,0.114,0.030,14,1.8
G_and_S_subcentral,1655,1200,3427,2.425,0.591,0.140,0.028,21,2.0
G_and_S_transv_frontopol,505,399,1679,2.796,0.805,0.158,0.056,9,1.1
G_and_S_cingul-Ant,1756,1247,3600,2.653,0.626,0.128,0.029,18,2.3
G_and_S_cingul-Mid-Ant,989,671,1737,2.615,0.507,0.107,0.018,8,0.8
G_and_S_cingul-Mid-Post,1171,778,2138,2.700,0.590,0.117,0.029,9,1.3
G_cingul-Post-dorsal,535,377,1458,2.792,0.565,0.157,0.045,9,0.9
G_cingul-Post-ventral,349,236,707,2.497,0.616,0.125,0.035,5,0.4
G_cuneus,1817,1302,2781,1.939,0.497,0.150,0.037,27,2.9
G_front_inf-Opercular,1103,798,2764,2.692,0.604,0.114,0.024,15,1.0
G_front_inf-Orbital,327,255,868,2.506,0.506,0.160,0.050,6,0.5
G_front_inf-Triangul,728,535,1694,2.445,0.588,0.127,0.026,9,0.7
G_front_middle,3027,2235,7211,2.447,0.670,0.148,0.043,50,5.5
G_front_sup,5991,4270,15138,2.695,0.669,0.133,0.039,83,9.4
G_Ins_lg_and_S_cent_ins,629,412,1352,3.300,0.765,0.132,0.046,8,1.1
G_insular_short,581,393,2074,4.040,0.598,0.118,0.038,5,0.9
G_occipital_middle,1716,1201,3920,2.631,0.491,0.146,0.035,28,2.5
G_occipital_sup,1235,840,2240,2.374,0.636,0.149,0.032,18,1.6
G_oc-temp_lat-fusifor,1631,1140,4668,3.074,0.574,0.142,0.033,24,2.1
G_oc-temp_med-Lingual,3250,2368,5298,1.939,0.640,0.157,0.046,48,6.0
G_oc-temp_med-Parahip,1256,839,4047,3.444,0.807,0.116,0.031,13,1.4
G_orbital,1657,1337,4390,2.543,0.696,0.168,0.050,35,3.4
G_pariet_inf-Angular,2306,1688,5504,2.489,0.717,0.146,0.037,39,3.5
G_pariet_inf-Supramar,2772,1931,5430,2.323,0.612,0.132,0.028,39,3.2
G_parietal_sup,3000,2029,5362,2.094,0.605,0.121,0.029,36,3.5
G_postcentral,2212,1412,3487,1.986,0.543,0.116,0.029,32,2.6
G_precentral,2337,1591,5222,2.619,0.632,0.134,0.041,29,3.5
G_precuneus,2416,1725,4943,2.280,0.649,0.141,0.038,36,3.7
G_rectus,761,575,2047,2.635,0.722,0.170,0.052,19,1.7
G_subcallosal,705,469,1214,2.634,0.887,0.123,0.044,10,1.0
G_temp_sup-G_T_transv,656,364,1221,2.622,0.279,0.101,0.024,6,0.5
G_temp_sup-Lateral,1644,1178,4593,2.870,0.607,0.132,0.031,23,2.1
G_temp_sup-Plan_polar,714,464,1835,3.266,0.653,0.080,0.017,3,0.5
G_temp_sup-Plan_tempo,937,625,1748,2.379,0.625,0.088,0.018,7,0.6
G_temporal_inf,1765,1305,5188,2.905,0.705,0.132,0.033,29,2.3
G_temporal_middle,1965,1505,6120,2.816,0.612,0.149,0.040,38,3.4
Lat_Fis-ant-Horizont,226,168,509,2.963,0.610,0.142,0.032,2,0.2
Lat_Fis-ant-Vertical,241,160,323,1.989,0.738,0.090,0.012,1,0.1
Lat_Fis-post,1140,745,1306,2.242,0.720,0.098,0.016,6,0.8
Pole_occipital,2020,1398,3140,2.047,0.532,0.163,0.047,30,4.0
Pole_temporal,1252,1089,5919,3.299,0.909,0.181,0.061,30,2.9
