StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
caudalanteriorcingulate,949,619,1721,2.323,0.748,0.126,0.020,13,0.8
caudalmiddlefrontal,2271,1564,3987,2.384,0.581,0.124,0.033,23,2.9
cuneus,2834,1906,3889,1.947,0.507,0.144,0.034,41,3.9
entorhinal,421,277,1383,3.333,0.675,0.112,0.025,3,0.4
fusiform,4105,2775,9025,2.867,0.603,0.128,0.029,48,4.9
inferiorparietal,6021,4173,10905,2.432,0.591,0.133,0.030,69,7.6
inferiortemporal,3931,2852,10178,2.925,0.765,0.120,0.025,45,4.1
isthmuscingulate,1351,941,2171,2.116,0.785,0.128,0.035,17,1.9
lateraloccipital,7979,5298,12292,2.162,0.593,0.135,0.031,96,10.4
lateralorbitofrontal,3114,2193,6923,2.654,0.775,0.137,0.044,42,5.8
lingual,4105,2755,6005,2.051,0.614,0.131,0.035,45,5.9
medialorbitofrontal,1563,1079,3194,2.230,0.861,0.125,0.039,33,2.2
middletemporal,5224,3644,11978,2.715,0.607,0.115,0.022,55,5.0
parahippocampal,1000,632,1932,2.641,0.656,0.081,0.017,6,0.5
paracentral,2430,1547,3848,2.394,0.658,0.120,0.030,23,3.1
parsopercularis,2138,1509,4265,2.489,0.615,0.119,0.026,23,2.3
parsorbitalis,937,715,2382,2.770,0.634,0.142,0.036,13,1.5
parstriangularis,1841,1296,3089,2.217,0.643,0.116,0.024,17,1.8
pericalcarine,1769,1214,1683,1.523,0.363,0.135,0.031,19,2.4
postcentral,6862,4410,9462,1.989,0.643,0.107,0.025,62,6.9
posteriorcingulate,1701,1163,3089,2.485,0.655,0.118,0.024,17,1.7
precentral,5955,3882,9751,2.389,0.648,0.117,0.028,55,7.1
precuneus,5458,3607,8574,2.224,0.642,0.116,0.027,49,5.9
rostralanteriorcingulate,864,588,1786,2.682,0.718,0.125,0.030,12,1.1
rostralmiddlefrontal,4701,3486,9910,2.394,0.618,0.131,0.035,59,6.4
superiorfrontal,9173,6444,19898,2.493,0.695,0.121,0.033,109,11.9
superiorparietal,6235,4185,9701,2.119,0.603,0.123,0.029,65,7.3
superiortemporal,6712,4558,14851,2.814,0.627,0.109,0.022,65,5.9
supramarginal,5183,3473,8835,2.342,0.663,0.120,0.028,50,5.9
transversetemporal,582,347,959,2.500,0.422,0.131,0.026,7,0.6
insula,2803,1906,5780,3.188,0.819,0.111,0.025,22,2.8
