StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1365,949,2132,2.437,0.441,0.108,0.019,9,1.1
caudalanteriorcingulate,1300,855,2122,2.195,0.778,0.115,0.016,16,1.0
caudalmiddlefrontal,2560,1825,4651,2.216,0.546,0.113,0.020,24,2.2
cuneus,2904,1898,3426,1.752,0.445,0.143,0.032,37,4.2
entorhinal,489,314,1596,3.636,0.794,0.091,0.025,3,0.5
fusiform,4861,3158,9274,2.651,0.702,0.105,0.024,54,4.6
inferiorparietal,8221,5587,14760,2.402,0.541,0.116,0.022,80,7.7
inferiortemporal,5318,3548,10722,2.696,0.636,0.120,0.027,61,5.4
isthmuscingulate,1304,898,2259,2.297,0.814,0.126,0.033,16,1.7
lateraloccipital,9439,6102,14367,2.175,0.577,0.131,0.028,116,10.9
lateralorbitofrontal,4007,2738,6902,2.331,0.651,0.130,0.032,58,5.4
lingual,5306,3695,7396,1.938,0.637,0.150,0.039,71,9.0
medialorbitofrontal,3303,2290,5526,2.163,0.660,0.118,0.025,44,3.4
middletemporal,5573,3774,12962,2.818,0.648,0.108,0.019,51,4.6
parahippocampal,964,584,1484,2.257,0.562,0.071,0.015,6,0.4
paracentral,2833,1718,4381,2.396,0.473,0.095,0.016,17,1.9
parsopercularis,2052,1429,3840,2.297,0.553,0.112,0.017,19,1.7
parsorbitalis,1291,963,2794,2.403,0.688,0.140,0.028,17,1.4
parstriangularis,2507,1819,4360,2.131,0.556,0.136,0.026,34,2.6
pericalcarine,2269,1551,2258,1.594,0.551,0.127,0.029,21,2.6
postcentral,6045,3922,8036,1.897,0.507,0.108,0.020,52,5.2
posteriorcingulate,1829,1238,3071,2.298,0.768,0.121,0.024,21,1.8
precentral,7091,4703,11722,2.311,0.494,0.109,0.019,58,5.7
precuneus,5507,3719,9054,2.343,0.511,0.119,0.023,52,5.4
rostralanteriorcingulate,1028,715,2096,2.497,0.695,0.127,0.026,17,1.1
rostralmiddlefrontal,9013,6398,16196,2.128,0.624,0.128,0.029,108,11.0
superiorfrontal,9911,6957,19779,2.448,0.582,0.122,0.027,105,11.8
superiorparietal,8445,5541,12648,2.085,0.481,0.117,0.023,80,8.0
superiortemporal,5444,3551,11082,2.793,0.601,0.102,0.018,43,4.1
supramarginal,5471,3759,10020,2.466,0.503,0.128,0.026,63,5.9
frontalpole,462,343,1272,2.614,0.576,0.157,0.035,13,0.7
temporalpole,745,520,2526,3.254,0.791,0.141,0.036,10,1.1
transversetemporal,574,326,780,2.168,0.449,0.107,0.024,6,0.5
insula,3473,2280,7089,3.035,0.715,0.110,0.026,28,3.5
