StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
caudalanteriorcingulate,939,605,1576,2.206,0.680,0.107,0.014,10,0.6
caudalmiddlefrontal,2454,1692,4138,2.196,0.558,0.105,0.019,23,1.7
cuneus,3196,2077,4061,1.875,0.567,0.131,0.032,36,4.4
entorhinal,455,296,1927,3.934,0.676,0.098,0.026,3,0.4
fusiform,4074,2646,8216,2.821,0.575,0.105,0.020,42,3.2
inferiorparietal,8953,6129,18326,2.647,0.558,0.118,0.024,93,8.6
inferiortemporal,4129,2913,10846,3.058,0.697,0.123,0.026,49,4.2
isthmuscingulate,1340,862,2333,2.360,0.880,0.116,0.026,15,1.3
lateraloccipital,8424,5589,15100,2.349,0.722,0.131,0.031,100,10.8
lateralorbitofrontal,3681,2657,8041,2.727,0.645,0.141,0.038,51,6.1
lingual,4941,3440,7054,1.948,0.599,0.140,0.034,57,7.3
medialorbitofrontal,1971,1435,4385,2.627,0.655,0.134,0.038,34,3.1
middletemporal,5323,3663,13377,3.091,0.651,0.116,0.022,56,5.2
parahippocampal,1015,639,2047,2.652,0.748,0.070,0.012,8,0.5
paracentral,2741,1615,4187,2.476,0.579,0.094,0.018,17,2.0
parsopercularis,1888,1326,3500,2.525,0.393,0.124,0.019,20,1.6
parsorbitalis,955,692,2059,2.501,0.498,0.120,0.022,10,0.9
parstriangularis,2250,1535,4156,2.376,0.500,0.109,0.019,22,1.8
pericalcarine,2460,1747,2232,1.491,0.347,0.139,0.030,25,3.2
postcentral,6452,4052,8922,2.004,0.606,0.101,0.020,52,5.3
posteriorcingulate,1598,1105,3151,2.547,0.858,0.124,0.028,19,1.7
precentral,6986,4329,11100,2.392,0.542,0.100,0.020,50,5.8
precuneus,6552,4452,11504,2.384,0.605,0.116,0.024,65,6.5
rostralanteriorcingulate,947,628,1976,2.715,0.786,0.105,0.019,8,0.8
rostralmiddlefrontal,5321,3953,10271,2.304,0.572,0.133,0.031,71,7.0
superiorfrontal,11835,8523,27061,2.698,0.710,0.126,0.029,129,13.8
superiorparietal,7779,5054,12337,2.196,0.585,0.107,0.022,68,6.8
superiortemporal,6556,4340,15453,3.049,0.696,0.105,0.021,57,5.7
supramarginal,5359,3555,9773,2.484,0.592,0.102,0.019,45,4.2
transversetemporal,528,258,839,2.640,0.336,0.073,0.021,4,0.3
insula,3127,2132,7117,3.295,0.758,0.118,0.028,29,3.3
