StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
caudalanteriorcingulate,1590,1008,2478,2.317,0.529,0.100,0.015,13,1.0
caudalmiddlefrontal,3443,2382,6367,2.449,0.442,0.120,0.024,32,3.4
cuneus,3673,2432,4997,1.941,0.441,0.118,0.024,36,3.6
entorhinal,647,439,1809,2.990,0.761,0.094,0.021,3,0.5
fusiform,4350,2928,8508,2.716,0.595,0.112,0.024,40,4.2
inferiorparietal,6925,4783,12424,2.338,0.472,0.119,0.022,73,6.5
inferiortemporal,4296,3115,9814,2.687,0.701,0.131,0.032,53,5.4
isthmuscingulate,1424,937,2504,2.435,0.877,0.109,0.024,11,1.3
lateraloccipital,8432,5711,13226,2.088,0.584,0.134,0.028,100,9.7
lateralorbitofrontal,4458,3168,8396,2.444,0.618,0.129,0.031,57,5.2
lingual,4817,3287,7086,2.030,0.608,0.130,0.029,53,5.7
medialorbitofrontal,2327,1633,4279,2.404,0.736,0.117,0.027,27,2.5
middletemporal,6023,4114,12875,2.644,0.636,0.109,0.021,59,5.3
parahippocampal,1305,782,2454,2.714,0.681,0.071,0.014,5,0.7
paracentral,2651,1660,4579,2.524,0.483,0.102,0.020,18,2.3
parsopercularis,2110,1471,4176,2.488,0.460,0.115,0.022,21,1.9
parsorbitalis,878,648,1664,2.312,0.554,0.131,0.029,12,0.9
parstriangularis,2115,1456,4045,2.336,0.553,0.114,0.025,22,2.0
pericalcarine,2422,1640,2233,1.537,0.297,0.129,0.028,26,2.8
postcentral,6521,4348,9598,2.006,0.539,0.108,0.021,58,5.5
posteriorcingulate,1967,1331,3395,2.295,0.658,0.114,0.020,20,1.7
precentral,7455,4822,12875,2.434,0.550,0.099,0.019,49,5.6
precuneus,4863,3323,9053,2.437,0.595,0.113,0.021,48,4.1
rostralanteriorcingulate,1504,1063,3217,2.824,0.833,0.119,0.024,16,1.5
rostralmiddlefrontal,5682,4173,10647,2.234,0.492,0.130,0.027,66,6.4
superiorfrontal,11466,8230,23621,2.496,0.549,0.121,0.024,122,11.7
superiorparietal,5194,3476,8476,2.260,0.406,0.111,0.019,48,4.1
superiortemporal,7914,5355,16581,2.652,0.710,0.103,0.020,66,6.6
supramarginal,4657,3300,8789,2.406,0.489,0.122,0.022,58,4.3
transversetemporal,847,483,1431,2.525,0.469,0.105,0.022,8,0.7
insula,2846,1975,6208,3.039,0.832,0.116,0.029,24,3.2
