Region,Volume,Units
Brain Segmentation Volume,1029210.000000000000,mm^3
Brain Segmentation Volume Without Ventricles,1014449.000000000000,mm^3
Supratentorial volume,907760.000000000000,mm^3
Supratentorial volume NotVent,892999.000000000000,mm^3
Subcortical gray matter volume,53210.000000000000,mm^3
Left hemisphere cortical gray matter volume,200061.776416853187,mm^3
Right hemisphere cortical gray matter volume,202474.508481264435,mm^3
Total cortical gray matter volume,402536.284898117650,mm^3
Total gray matter volume,552574.284898117650,mm^3
Left hemisphere cerebral white matter volume,219759.000000000000,mm^3
Right hemisphere cerebral white matter volume,218874.000000000000,mm^3
Total cerebral white matter volume,438633.000000000000,mm^3
Mask Volume,1361500.000000000000,mm^3
Supratentorial volume voxel count,892999.000000000000,mm^3
Brain Segmentation Volume Without Ventricles from Surf,1014449.000000000000,mm^3
Volume of ventricles and choroid plexus,12137.000000000000,mm^3
Estimated Total Intracranial Volume,1328517.426917,mm^3
Mean Thickness,2.3711200000000003,mm
