StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,971,713,1751,2.197,0.498,0.128,0.031,14,1.2
G_and_S_occipital_inf,1323,904,2085,2.065,0.554,0.135,0.029,17,1.5
G_and_S_paracentral,1327,902,2465,2.204,0.476,0.117,0.021,16,1.1
G_and_S_subcentral,1463,1012,3075,2.618,0.431,0.129,0.029,20,1.7
G_and_S_transv_frontopol,735,621,1885,2.430,0.510,0.176,0.047,15,1.6
G_and_S_cingul-Ant,1700,1216,3379,2.650,0.450,0.125,0.024,20,1.7
G_and_S_cingul-Mid-Ant,1150,777,2121,2.543,0.510,0.107,0.018,9,0.9
G_and_S_cingul-Mid-Post,1409,963,2299,2.320,0.569,0.108,0.019,11,1.2
G_cingul-Post-dorsal,512,357,1226,2.816,0.849,0.148,0.040,9,0.8
G_cingul-Post-ventral,294,195,676,2.905,0.728,0.120,0.024,3,0.3
G_cuneus,2463,1638,3318,1.773,0.478,0.137,0.030,32,3.0
G_front_inf-Opercular,1221,840,2841,2.604,0.407,0.123,0.026,17,1.1
G_front_inf-Orbital,436,285,1044,2.655,0.456,0.145,0.031,8,0.5
G_front_inf-Triangul,915,640,1888,2.337,0.396,0.132,0.027,13,1.0
G_front_middle,3537,2613,7736,2.341,0.508,0.136,0.029,55,4.5
G_front_sup,6304,4417,14356,2.651,0.537,0.128,0.026,77,6.7
G_Ins_lg_and_S_cent_ins,575,381,1200,3.104,0.779,0.119,0.036,7,0.7
G_insular_short,577,366,1798,3.706,0.748,0.104,0.028,5,0.6
G_occipital_middle,2089,1372,4139,2.340,0.509,0.129,0.027,29,2.2
G_occipital_sup,1646,1081,2487,2.033,0.461,0.137,0.031,21,2.1
G_oc-temp_lat-fusifor,2118,1463,5312,2.827,0.584,0.136,0.028,34,2.3
G_oc-temp_med-Lingual,2992,2030,4464,1.885,0.658,0.143,0.033,44,3.9
G_oc-temp_med-Parahip,1445,942,4005,3.112,0.826,0.099,0.023,11,1.2
G_orbital,1951,1439,4979,2.646,0.580,0.132,0.031,29,2.3
G_pariet_inf-Angular,2274,1694,4793,2.323,0.475,0.136,0.027,40,2.5
G_pariet_inf-Supramar,2523,1829,5710,2.535,0.545,0.131,0.027,38,2.8
G_parietal_sup,1649,1112,2876,2.227,0.380,0.108,0.020,16,1.3
G_postcentral,2450,1615,4518,2.227,0.509,0.119,0.024,31,2.2
G_precentral,2661,1658,5026,2.445,0.586,0.098,0.018,21,2.0
G_precuneus,2403,1657,5110,2.376,0.651,0.132,0.025,35,2.4
G_rectus,1010,763,2179,2.302,0.608,0.161,0.049,29,2.1
G_subcallosal,493,330,748,2.256,0.747,0.124,0.044,6,0.7
G_temp_sup-G_T_transv,506,289,985,2.647,0.263,0.112,0.024,7,0.4
G_temp_sup-Lateral,1787,1189,5254,3.130,0.553,0.135,0.029,28,2.0
G_temp_sup-Plan_polar,523,367,1477,3.431,0.431,0.088,0.015,3,0.3
G_temp_sup-Plan_tempo,905,614,1669,2.431,0.352,0.096,0.017,6,0.6
G_temporal_inf,2326,1683,5915,2.731,0.556,0.139,0.028,43,2.8
G_temporal_middle,2423,1630,6631,2.880,0.559,0.123,0.026,37,2.6
Lat_Fis-ant-Horizont,229,161,295,2.166,0.319,0.100,0.012,1,0.1
Lat_Fis-ant-Vertical,282,208,429,2.280,0.323,0.106,0.024,2,0.3
Lat_Fis-post,1032,686,1218,2.191,0.422,0.096,0.020,5,0.8
Pole_occipital,2286,1501,3123,1.819,0.595,0.141,0.032,31,3.1
Pole_temporal,1627,1322,5940,3.140,0.750,0.147,0.036,28,2.3
S_calcarine,2668,1775,2606,1.666,0.504,0.125,0.028,30,3.3
S_central,4071,2603,4179,1.737,0.479,0.084,0.014,21,2.3
S_cingul-Marginalis,860,584,1140,2.052,0.434,0.095,0.019,7,0.6
S_circular_insula_ant,520,336,733,2.662,0.431,0.089,0.016,2,0.4
S_circular_insula_inf,1489,989,2211,2.680,0.635,0.092,0.018,8,1.1
S_circular_insula_sup,1589,1014,2081,2.473,0.411,0.095,0.018,6,1.3
S_collat_transv_ant,1138,768,1636,2.501,0.366,0.093,0.015,5,0.7
S_collat_transv_post,542,370,591,1.887,0.413,0.147,0.036,6,0.9
S_front_inf,2354,1630,3187,2.010,0.404,0.115,0.021,23,1.9
S_front_middle,1090,790,1473,2.027,0.421,0.124,0.022,11,1.0
S_front_sup,2385,1611,3750,2.344,0.445,0.102,0.018,14,1.9
S_interm_prim-Jensen,319,221,386,2.158,0.364,0.109,0.014,2,0.2
S_intrapariet_and_P_trans,2246,1487,2712,2.027,0.348,0.106,0.016,15,1.6
S_oc_middle_and_Lunatus,1115,750,1134,1.729,0.326,0.124,0.026,9,1.3
S_oc_sup_and_transversal,1283,860,1466,1.982,0.386,0.120,0.024,10,1.4
S_occipital_ant,766,518,943,2.126,0.393,0.112,0.019,5,0.6
S_oc-temp_lat,743,523,1101,2.316,0.396,0.097,0.014,4,0.4
S_oc-temp_med_and_Lingual,2375,1619,3687,2.453,0.507,0.122,0.023,22,2.4
S_orbital_lateral,343,238,391,1.847,0.303,0.105,0.015,2,0.3
S_orbital_med-olfact,621,410,848,2.400,0.483,0.109,0.018,5,0.4
S_orbital-H_Shaped,1163,814,2054,2.608,0.503,0.125,0.026,11,1.3
S_parieto_occipital,2321,1549,2912,2.132,0.529,0.121,0.022,21,2.2
S_pericallosal,1219,740,806,1.363,0.389,0.113,0.016,18,0.8
S_postcentral,2333,1622,2970,1.922,0.406,0.110,0.018,19,1.9
S_precentral-inf-part,1196,781,1526,2.275,0.350,0.101,0.017,7,0.9
S_precentral-sup-part,1177,747,1396,2.172,0.401,0.096,0.015,7,0.8
S_suborbital,562,398,730,2.103,0.584,0.096,0.012,3,0.3
S_subparietal,768,537,1056,2.303,0.437,0.127,0.026,7,0.9
S_temporal_inf,1306,888,1748,2.338,0.306,0.104,0.020,7,1.1
S_temporal_sup,5166,3455,7311,2.230,0.418,0.096,0.016,36,3.5
S_temporal_transverse,324,224,456,2.518,0.328,0.115,0.017,2,0.3
