StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1160,764,1933,2.556,0.386,0.094,0.016,6,0.9
caudalanteriorcingulate,935,651,1860,2.417,0.608,0.114,0.019,12,0.8
caudalmiddlefrontal,2718,1789,4647,2.351,0.476,0.109,0.022,20,2.4
cuneus,2541,1657,3385,1.860,0.463,0.123,0.027,28,2.9
entorhinal,558,352,1685,3.336,0.636,0.093,0.023,3,0.4
fusiform,4332,2919,8747,2.786,0.578,0.123,0.026,48,4.7
inferiorparietal,7184,4948,14777,2.620,0.501,0.124,0.024,79,7.4
inferiortemporal,4404,3026,10215,2.786,0.752,0.125,0.026,52,4.7
isthmuscingulate,1315,885,2315,2.218,0.819,0.122,0.031,18,1.4
lateraloccipital,6740,4643,12240,2.342,0.566,0.141,0.031,89,9.1
lateralorbitofrontal,3619,2559,7125,2.569,0.567,0.141,0.033,52,5.3
lingual,4087,2746,5949,2.033,0.631,0.128,0.032,51,5.3
medialorbitofrontal,3010,2092,5208,2.182,0.582,0.118,0.025,44,3.0
middletemporal,5020,3493,12542,2.879,0.612,0.118,0.022,53,4.9
parahippocampal,1079,650,1880,2.525,0.590,0.076,0.015,6,0.6
paracentral,2578,1530,3838,2.436,0.481,0.109,0.025,20,2.6
parsopercularis,1935,1297,3489,2.442,0.522,0.109,0.020,19,1.5
parsorbitalis,1005,733,2472,2.612,0.644,0.133,0.029,14,1.1
parstriangularis,2016,1448,3670,2.265,0.524,0.127,0.028,24,2.5
pericalcarine,1884,1222,1714,1.557,0.390,0.128,0.030,20,2.5
postcentral,6354,4037,9375,2.127,0.547,0.113,0.023,59,6.2
posteriorcingulate,1474,1002,2681,2.441,0.571,0.140,0.035,26,2.0
precentral,6844,4307,11375,2.463,0.550,0.109,0.023,54,6.6
precuneus,6148,4165,10163,2.342,0.498,0.123,0.025,67,6.5
rostralanteriorcingulate,802,611,1921,2.607,0.612,0.154,0.034,13,1.3
rostralmiddlefrontal,6514,4707,12864,2.385,0.548,0.138,0.031,88,8.6
superiorfrontal,10099,6861,19568,2.555,0.501,0.117,0.025,97,10.5
superiorparietal,8101,5434,13667,2.282,0.452,0.117,0.024,81,7.8
superiortemporal,5259,3443,10440,2.719,0.550,0.100,0.017,40,3.8
supramarginal,5655,3826,10467,2.608,0.473,0.121,0.024,58,5.9
frontalpole,390,304,1165,2.765,0.457,0.150,0.038,7,0.6
temporalpole,606,441,2691,4.017,0.643,0.131,0.029,8,0.7
transversetemporal,592,312,866,2.441,0.320,0.089,0.020,4,0.4
insula,3501,2244,6478,2.890,0.638,0.107,0.024,25,3.4
