StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
caudalanteriorcingulate,994,645,1625,2.147,0.623,0.117,0.018,12,0.8
caudalmiddlefrontal,2942,1993,5547,2.487,0.498,0.114,0.020,25,2.5
cuneus,2905,1840,3341,1.694,0.443,0.115,0.024,27,3.0
entorhinal,549,341,1728,3.357,0.720,0.095,0.020,3,0.4
fusiform,3358,2189,6459,2.692,0.603,0.125,0.023,39,3.1
inferiorparietal,7615,5162,13849,2.479,0.519,0.127,0.024,86,8.0
inferiortemporal,4724,3263,10718,2.726,0.746,0.125,0.028,58,5.1
isthmuscingulate,1298,863,1969,2.074,0.808,0.117,0.027,15,1.3
lateraloccipital,8378,5150,12402,2.170,0.624,0.122,0.026,90,9.1
lateralorbitofrontal,3896,2764,7613,2.586,0.614,0.147,0.040,58,7.0
lingual,4807,3220,6682,1.964,0.590,0.131,0.030,52,6.1
medialorbitofrontal,2120,1481,4021,2.381,0.645,0.130,0.032,33,2.8
middletemporal,5558,3785,12164,2.814,0.534,0.123,0.024,66,5.5
parahippocampal,833,506,1638,2.626,0.810,0.079,0.014,5,0.4
paracentral,2273,1373,3616,2.510,0.523,0.093,0.019,14,1.9
parsopercularis,1827,1201,3506,2.548,0.537,0.101,0.018,13,1.4
parsorbitalis,876,596,1779,2.602,0.610,0.123,0.023,8,0.8
parstriangularis,1970,1331,3623,2.356,0.571,0.116,0.022,20,1.8
pericalcarine,2329,1569,1993,1.419,0.418,0.131,0.032,25,3.0
postcentral,5963,3705,8132,1.999,0.584,0.091,0.017,40,4.3
posteriorcingulate,1499,1008,2524,2.367,0.583,0.120,0.022,16,1.5
precentral,6567,4167,11161,2.528,0.537,0.102,0.019,46,5.3
precuneus,5685,3805,9663,2.373,0.517,0.122,0.026,60,6.0
rostralanteriorcingulate,1042,718,2158,2.521,0.671,0.121,0.024,10,1.1
rostralmiddlefrontal,5069,3674,9579,2.284,0.540,0.134,0.029,65,6.3
superiorfrontal,11408,7832,23576,2.613,0.561,0.118,0.022,112,10.9
superiorparietal,6056,3977,9116,2.140,0.463,0.118,0.022,59,5.6
superiortemporal,7155,4499,15271,2.905,0.575,0.101,0.020,55,6.0
supramarginal,4283,2982,7786,2.458,0.482,0.126,0.025,47,4.6
transversetemporal,494,269,745,2.520,0.189,0.106,0.024,4,0.5
insula,2732,1819,5387,2.952,0.763,0.114,0.027,26,3.3
