StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1194,771,1974,2.700,0.387,0.079,0.013,4,0.6
caudalanteriorcingulate,891,578,1441,2.151,0.611,0.114,0.016,10,0.6
caudalmiddlefrontal,2818,1913,5391,2.486,0.502,0.114,0.020,24,2.4
cuneus,2440,1541,2811,1.698,0.407,0.114,0.025,23,2.5
entorhinal,598,373,1972,3.417,0.707,0.096,0.021,4,0.5
fusiform,3761,2471,7703,2.740,0.631,0.128,0.025,46,3.8
inferiorparietal,7584,5141,13743,2.478,0.521,0.126,0.024,85,7.9
inferiortemporal,4296,2964,9300,2.679,0.725,0.123,0.027,52,4.5
isthmuscingulate,1322,874,2007,2.066,0.811,0.118,0.027,15,1.4
lateraloccipital,8258,5079,12285,2.184,0.619,0.121,0.026,89,8.8
lateralorbitofrontal,3570,2510,6613,2.594,0.624,0.144,0.038,50,6.3
lingual,4911,3283,6793,1.960,0.594,0.131,0.030,53,6.4
medialorbitofrontal,2718,1858,4820,2.385,0.621,0.123,0.028,36,3.1
middletemporal,4635,3176,10716,2.857,0.549,0.127,0.025,58,4.8
parahippocampal,776,470,1506,2.603,0.809,0.080,0.014,5,0.4
paracentral,2174,1309,3437,2.507,0.519,0.093,0.019,13,1.8
parsopercularis,1683,1099,3213,2.511,0.516,0.098,0.017,12,1.3
parsorbitalis,1010,723,2315,2.604,0.626,0.139,0.028,12,1.2
parstriangularis,1923,1313,3762,2.426,0.605,0.115,0.021,19,1.7
pericalcarine,2375,1598,2005,1.412,0.413,0.132,0.032,26,3.0
postcentral,5442,3341,7263,1.980,0.590,0.089,0.017,35,3.9
posteriorcingulate,1441,967,2441,2.354,0.604,0.120,0.022,16,1.5
precentral,6770,4293,11523,2.529,0.537,0.102,0.019,47,5.3
precuneus,5483,3698,9329,2.383,0.522,0.120,0.025,55,5.7
rostralanteriorcingulate,787,556,1863,2.610,0.675,0.127,0.026,9,0.9
rostralmiddlefrontal,7311,5248,13868,2.301,0.529,0.132,0.029,96,8.9
superiorfrontal,8699,5931,18106,2.668,0.555,0.114,0.020,72,7.8
superiorparietal,7404,4835,11090,2.121,0.483,0.120,0.023,75,7.1
superiortemporal,5561,3434,11328,2.869,0.551,0.101,0.018,44,4.4
supramarginal,4627,3221,8470,2.461,0.477,0.127,0.025,51,5.1
frontalpole,475,341,1238,2.703,0.520,0.156,0.038,10,0.7
temporalpole,746,530,2486,3.336,0.673,0.126,0.032,8,1.0
transversetemporal,496,271,746,2.513,0.186,0.104,0.023,4,0.4
insula,3026,2018,5813,2.922,0.759,0.119,0.031,31,3.9
