StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,1022,774,1831,2.158,0.449,0.145,0.038,19,1.4
G_and_S_occipital_inf,1635,1117,3620,2.628,0.764,0.133,0.026,20,1.6
G_and_S_paracentral,1494,996,2847,2.392,0.530,0.120,0.026,15,1.5
G_and_S_subcentral,1178,816,2487,2.652,0.494,0.129,0.025,13,1.2
G_and_S_transv_frontopol,700,538,1772,2.699,0.404,0.162,0.039,14,1.0
G_and_S_cingul-Ant,1788,1256,3521,2.732,0.569,0.127,0.025,20,2.1
G_and_S_cingul-Mid-Ant,1146,790,2079,2.662,0.511,0.115,0.018,11,1.0
G_and_S_cingul-Mid-Post,1273,854,2285,2.629,0.431,0.120,0.026,12,1.3
G_cingul-Post-dorsal,529,404,1504,2.919,0.724,0.156,0.039,8,0.8
G_cingul-Post-ventral,236,156,475,2.435,0.650,0.125,0.038,3,0.3
G_cuneus,1883,1286,2475,1.765,0.480,0.162,0.038,29,3.1
G_front_inf-Opercular,956,661,2324,2.762,0.459,0.136,0.029,12,1.2
G_front_inf-Orbital,303,183,738,2.764,0.410,0.134,0.030,6,0.3
G_front_inf-Triangul,802,516,1862,2.617,0.540,0.112,0.020,9,0.6
G_front_middle,4147,3052,9861,2.574,0.461,0.140,0.029,56,5.2
G_front_sup,6273,4363,14769,2.779,0.467,0.128,0.025,71,6.6
G_Ins_lg_and_S_cent_ins,523,333,961,2.865,0.581,0.128,0.034,8,0.5
G_insular_short,684,466,2096,3.282,0.845,0.126,0.034,8,0.9
G_occipital_middle,1860,1258,4340,2.612,0.515,0.138,0.029,29,2.2
G_occipital_sup,1319,810,2218,2.249,0.470,0.124,0.028,14,1.4
G_oc-temp_lat-fusifor,1933,1274,4747,2.974,0.585,0.127,0.022,31,1.8
G_oc-temp_med-Lingual,3419,2321,5140,1.877,0.641,0.139,0.031,47,4.3
G_oc-temp_med-Parahip,1080,643,2704,2.968,0.708,0.078,0.020,7,0.6
