StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,705,535,1239,2.002,0.651,0.147,0.037,10,1.2
G_and_S_occipital_inf,1261,855,2921,2.496,0.828,0.115,0.027,16,1.4
G_and_S_paracentral,1511,927,2505,2.279,0.568,0.114,0.027,14,1.7
G_and_S_subcentral,1723,1152,3088,2.443,0.568,0.131,0.030,19,2.0
G_and_S_transv_frontopol,1000,771,2828,2.506,0.762,0.151,0.048,25,1.8
G_and_S_cingul-Ant,2393,1731,4844,2.541,0.705,0.120,0.026,25,2.7
G_and_S_cingul-Mid-Ant,1258,867,2469,2.571,0.655,0.103,0.021,9,1.2
G_and_S_cingul-Mid-Post,1338,928,2525,2.640,0.558,0.107,0.023,10,1.2
G_cingul-Post-dorsal,417,286,1169,2.995,0.662,0.138,0.041,7,0.7
G_cingul-Post-ventral,352,228,776,2.649,0.744,0.122,0.039,4,0.4
G_cuneus,2162,1454,3236,1.920,0.561,0.142,0.032,28,2.9
G_front_inf-Opercular,1285,926,3061,2.574,0.476,0.127,0.029,18,1.6
G_front_inf-Orbital,364,290,1026,2.570,0.703,0.158,0.039,7,0.6
G_front_inf-Triangul,998,770,2595,2.500,0.599,0.145,0.035,18,1.3
G_front_middle,2968,2177,7124,2.413,0.625,0.143,0.039,55,4.5
G_front_sup,6086,4285,15234,2.779,0.658,0.133,0.032,78,8.0
G_Ins_lg_and_S_cent_ins,640,427,1447,3.364,0.741,0.106,0.029,6,0.6
G_insular_short,699,505,1905,2.809,0.880,0.159,0.055,16,1.6
G_occipital_middle,2022,1348,3803,2.333,0.549,0.131,0.033,26,2.7
G_occipital_sup,1512,991,2150,1.992,0.574,0.128,0.034,16,2.0
G_oc-temp_lat-fusifor,2197,1470,5826,3.018,0.815,0.126,0.036,30,3.0
G_oc-temp_med-Lingual,2509,1771,4229,1.999,0.729,0.141,0.039,33,4.0
G_oc-temp_med-Parahip,1355,835,3884,3.300,0.847,0.109,0.037,14,1.6
G_orbital,2141,1646,6275,2.780,0.723,0.168,0.055,50,4.9
G_pariet_inf-Angular,2871,1985,6573,2.587,0.601,0.140,0.038,42,4.1
G_pariet_inf-Supramar,2691,1857,5881,2.686,0.567,0.133,0.030,35,3.3
G_parietal_sup,2695,1800,5105,2.298,0.540,0.129,0.032,32,3.3
G_postcentral,2196,1358,3642,2.151,0.499,0.116,0.025,25,2.2
G_precentral,2997,1768,6508,2.798,0.449,0.102,0.023,28,2.6
G_precuneus,2485,1723,4835,2.366,0.561,0.133,0.034,35,3.1
G_rectus,905,629,2055,2.382,0.601,0.129,0.044,16,1.2
G_subcallosal,476,297,721,2.234,0.805,0.099,0.040,4,0.6
G_temp_sup-G_T_transv,448,245,715,2.377,0.332,0.103,0.027,5,0.5
G_temp_sup-Lateral,1851,1219,5216,3.015,0.627,0.111,0.028,20,1.9
G_temp_sup-Plan_polar,672,451,1539,3.153,0.814,0.097,0.022,4,0.6
G_temp_sup-Plan_tempo,1000,645,1785,2.463,0.489,0.099,0.024,10,0.9
G_temporal_inf,2549,1798,6889,2.707,0.877,0.150,0.046,42,4.9
G_temporal_middle,2558,1817,7508,2.967,0.683,0.127,0.030,35,3.0
Lat_Fis-ant-Horizont,360,248,430,2.027,0.340,0.100,0.016,1,0.3
Lat_Fis-ant-Vertical,360,247,430,2.052,0.479,0.102,0.022,2,0.3
Lat_Fis-post,1485,984,1994,2.412,0.609,0.100,0.018,7,1.2
Pole_occipital,3300,2145,4753,1.946,0.612,0.133,0.031,38,4.3
Pole_temporal,1502,1112,4870,2.972,0.792,0.140,0.043,26,2.6
S_calcarine,2367,1652,2668,1.863,0.540,0.129,0.031,21,3.1
S_central,3014,1993,3386,1.943,0.618,0.091,0.016,14,2.1
S_cingul-Marginalis,1196,830,1749,2.298,0.667,0.102,0.018,6,0.9
S_circular_insula_ant,609,413,1006,2.866,0.612,0.100,0.020,3,0.5
S_circular_insula_inf,1361,892,1978,2.599,0.802,0.077,0.011,5,0.6
S_circular_insula_sup,1546,1032,2118,2.439,0.483,0.103,0.022,8,1.4
S_collat_transv_ant,934,634,1446,2.628,0.463,0.111,0.023,8,0.9
S_collat_transv_post,477,336,513,1.939,0.361,0.157,0.038,5,0.9
S_front_inf,1598,1138,2523,2.060,0.513,0.113,0.023,14,1.6
S_front_middle,1686,1231,3152,2.163,0.680,0.116,0.027,16,1.8
S_front_sup,2380,1619,3379,2.152,0.485,0.100,0.019,13,2.0
S_interm_prim-Jensen,413,291,516,2.184,0.549,0.107,0.011,2,0.3
S_intrapariet_and_P_trans,3379,2271,4435,2.119,0.430,0.108,0.019,21,2.8
S_oc_middle_and_Lunatus,668,456,839,2.008,0.581,0.126,0.026,7,0.7
S_oc_sup_and_transversal,1349,883,1625,2.085,0.404,0.116,0.025,10,1.4
S_occipital_ant,899,610,1149,2.217,0.395,0.109,0.019,5,0.7
S_oc-temp_lat,1027,708,1634,2.619,0.493,0.102,0.018,6,0.8
S_oc-temp_med_and_Lingual,2306,1548,2899,2.204,0.563,0.093,0.017,11,1.6
S_orbital_lateral,286,216,457,1.896,0.629,0.141,0.033,3,0.4
S_orbital_med-olfact,679,452,911,2.252,0.754,0.111,0.022,4,0.6
S_orbital-H_Shaped,944,635,1643,2.361,0.632,0.122,0.028,8,1.1
S_parieto_occipital,2296,1524,2846,2.123,0.482,0.118,0.021,19,2.2
S_pericallosal,1418,952,1381,1.801,0.654,0.127,0.028,17,1.7
S_postcentral,2822,1866,3300,1.929,0.488,0.101,0.018,17,2.3
S_precentral-inf-part,1415,962,1835,2.096,0.464,0.107,0.019,10,1.1
S_precentral-sup-part,1616,1070,2172,2.351,0.563,0.108,0.021,9,1.5
S_suborbital,437,314,824,2.665,0.793,0.133,0.029,6,0.6
S_subparietal,998,694,1495,2.255,0.697,0.119,0.024,7,1.0
S_temporal_inf,1316,862,1614,2.264,0.446,0.107,0.015,9,0.8
S_temporal_sup,5514,3701,8041,2.404,0.516,0.098,0.018,29,4.3
S_temporal_transverse,326,218,445,2.327,0.390,0.080,0.011,1,0.2
