StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1589,1045,2479,2.517,0.365,0.075,0.011,6,0.7
caudalanteriorcingulate,1214,780,1924,2.226,0.648,0.114,0.012,14,0.8
caudalmiddlefrontal,4025,2614,8232,2.720,0.676,0.106,0.094,53,4.1
cuneus,2326,1572,2792,1.749,0.423,0.131,0.028,27,2.8
entorhinal,606,420,1667,3.178,0.673,0.112,0.021,4,0.6
fusiform,4716,3195,9336,2.634,0.536,0.116,0.022,49,4.1
inferiorparietal,7164,4860,13484,2.488,0.520,0.108,0.017,69,5.5
inferiortemporal,6290,4460,15092,2.864,0.613,0.119,0.024,73,6.2
isthmuscingulate,1952,1323,3190,2.223,0.879,0.111,0.022,21,1.9
lateraloccipital,7997,5290,13804,2.311,0.596,0.123,0.024,82,8.0
lateralorbitofrontal,4018,2846,7528,2.542,0.611,0.125,0.027,44,4.3
lingual,3999,2754,6808,2.168,0.666,0.127,0.026,45,4.3
medialorbitofrontal,3391,2409,5913,2.331,0.610,0.117,0.026,40,3.2
middletemporal,6183,4348,15566,2.851,0.674,0.116,0.020,70,5.3
parahippocampal,1277,804,2353,2.477,0.811,0.075,0.013,7,0.8
paracentral,2362,1537,4866,2.714,0.584,0.107,0.025,17,2.4
parsopercularis,3046,2032,6040,2.621,0.511,0.108,0.020,26,2.4
parsorbitalis,953,684,2089,2.465,0.524,0.131,0.027,12,1.1
parstriangularis,2538,1692,4641,2.401,0.516,0.114,0.020,24,2.1
pericalcarine,1744,1192,1815,1.687,0.395,0.119,0.028,13,2.1
postcentral,7334,4698,11280,2.108,0.627,0.105,0.021,68,6.1
posteriorcingulate,2165,1463,3493,2.229,0.798,0.115,0.018,25,1.7
precentral,8397,5310,14984,2.627,0.671,0.105,0.026,126,8.2
precuneus,5846,3982,11239,2.573,0.575,0.112,0.021,53,5.1
rostralanteriorcingulate,1353,928,2597,2.526,0.669,0.112,0.016,15,1.0
rostralmiddlefrontal,8862,6363,16909,2.445,0.487,0.134,0.027,110,10.1
superiorfrontal,12689,8633,27859,2.832,0.610,0.118,0.021,117,11.5
superiorparietal,8548,5768,16689,2.520,0.525,0.123,0.024,98,8.2
superiortemporal,7450,4812,14212,2.610,0.609,0.095,0.015,57,4.9
supramarginal,6515,4395,12094,2.486,0.526,0.107,0.019,58,5.2
frontalpole,399,321,1234,2.827,0.480,0.165,0.041,6,0.7
temporalpole,733,545,2662,3.551,0.655,0.122,0.030,8,0.9
transversetemporal,1052,638,1553,2.215,0.398,0.108,0.024,12,0.9
insula,4396,2984,8234,2.740,0.733,0.111,0.027,35,5.0
