StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1518,1007,2449,2.579,0.431,0.095,0.016,9,1.0
caudalanteriorcingulate,954,661,2156,2.688,0.695,0.142,0.022,16,1.0
caudalmiddlefrontal,3760,2458,7085,2.615,0.509,0.098,0.018,26,2.7
cuneus,2393,1564,3114,1.935,0.500,0.127,0.027,28,2.7
entorhinal,613,415,1526,2.791,0.865,0.111,0.022,4,0.6
fusiform,4552,3128,10375,2.788,0.561,0.120,0.023,51,4.3
inferiorparietal,5938,4009,11003,2.460,0.502,0.114,0.021,61,5.2
inferiortemporal,5179,3564,10913,2.660,0.623,0.118,0.025,63,5.4
isthmuscingulate,1400,910,2361,2.417,0.761,0.115,0.022,17,1.3
lateraloccipital,9610,6072,14182,2.127,0.532,0.118,0.023,97,9.5
lateralorbitofrontal,3474,2429,7320,2.748,0.573,0.123,0.025,45,4.0
lingual,4622,3125,6475,1.995,0.663,0.130,0.030,52,5.8
medialorbitofrontal,2580,1765,4759,2.444,0.620,0.114,0.029,33,2.5
middletemporal,4770,3215,11151,2.803,0.631,0.116,0.022,54,4.4
parahippocampal,912,568,1674,2.720,0.569,0.099,0.018,7,0.5
paracentral,2140,1292,3658,2.563,0.508,0.108,0.024,16,1.9
parsopercularis,2419,1594,4822,2.658,0.526,0.105,0.020,22,1.9
parsorbitalis,1023,734,2542,2.674,0.622,0.135,0.023,14,1.0
parstriangularis,2024,1379,4529,2.712,0.627,0.120,0.022,23,1.9
pericalcarine,2326,1571,2085,1.497,0.446,0.132,0.030,24,3.0
postcentral,6156,3907,9430,2.097,0.592,0.104,0.021,52,5.3
posteriorcingulate,1369,952,2635,2.528,0.640,0.130,0.026,18,1.5
precentral,7175,4348,13037,2.693,0.583,0.104,0.021,59,6.2
precuneus,4795,3256,8762,2.525,0.476,0.117,0.020,50,3.8
rostralanteriorcingulate,1034,741,2461,2.817,0.673,0.130,0.024,17,1.2
rostralmiddlefrontal,7847,5769,15583,2.332,0.586,0.135,0.029,108,9.5
superiorfrontal,10353,7146,22342,2.790,0.554,0.118,0.022,101,9.3
superiorparietal,6619,4402,11161,2.288,0.539,0.114,0.020,67,5.8
superiortemporal,5786,3730,13474,3.035,0.678,0.101,0.017,46,4.2
supramarginal,5189,3622,9829,2.471,0.526,0.124,0.023,62,5.0
frontalpole,328,269,1014,2.628,0.607,0.170,0.038,7,0.4
temporalpole,690,544,2830,3.544,0.749,0.150,0.032,10,1.0
transversetemporal,681,376,1174,2.814,0.418,0.116,0.025,8,0.6
insula,3194,2140,6343,2.942,0.791,0.112,0.028,29,3.4
