StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,959,742,2115,2.291,0.622,0.157,0.042,23,1.9
G_and_S_occipital_inf,1213,814,2786,2.522,0.843,0.119,0.025,13,1.1
G_and_S_paracentral,1682,920,2484,2.294,0.479,0.095,0.022,14,1.4
G_and_S_subcentral,1729,1142,2990,2.355,0.444,0.119,0.024,18,1.8
G_and_S_transv_frontopol,1337,1015,2922,2.317,0.461,0.148,0.036,30,2.0
G_and_S_cingul-Ant,2949,2088,5327,2.357,0.559,0.121,0.023,34,3.0
G_and_S_cingul-Mid-Ant,1315,889,2389,2.521,0.445,0.098,0.014,11,0.8
G_and_S_cingul-Mid-Post,1740,1188,3083,2.513,0.431,0.121,0.027,16,1.9
G_cingul-Post-dorsal,591,383,1492,2.938,0.600,0.131,0.035,7,0.7
G_cingul-Post-ventral,368,236,860,2.741,0.772,0.118,0.034,4,0.6
G_cuneus,2677,1710,2982,1.621,0.388,0.138,0.032,36,3.7
G_front_inf-Opercular,1300,879,2961,2.632,0.433,0.112,0.022,13,1.2
G_front_inf-Orbital,456,340,1255,2.553,0.489,0.145,0.033,8,0.7
G_front_inf-Triangul,886,662,2152,2.542,0.442,0.145,0.032,16,1.1
G_front_middle,4671,3478,11175,2.456,0.512,0.141,0.033,84,6.3
G_front_sup,7707,5151,17267,2.675,0.564,0.117,0.025,90,7.9
G_Ins_lg_and_S_cent_ins,640,427,1245,2.916,0.670,0.088,0.024,4,0.5
G_insular_short,691,473,1993,3.040,0.762,0.137,0.037,14,1.0
G_occipital_middle,2178,1387,4328,2.493,0.528,0.136,0.032,31,2.8
G_occipital_sup,1831,1086,2618,2.065,0.513,0.118,0.028,21,2.0
G_oc-temp_lat-fusifor,2373,1439,5377,2.840,0.642,0.118,0.028,31,2.5
G_oc-temp_med-Lingual,3541,2435,4908,1.812,0.574,0.146,0.041,51,5.7
G_oc-temp_med-Parahip,1139,731,3102,3.042,0.916,0.097,0.029,8,1.1
G_orbital,2941,2097,6510,2.439,0.722,0.143,0.038,63,4.5
G_pariet_inf-Angular,2947,1984,6079,2.482,0.455,0.136,0.027,46,3.3
G_pariet_inf-Supramar,2830,1849,5723,2.521,0.515,0.120,0.024,34,2.7
G_parietal_sup,3242,1964,4860,2.064,0.441,0.110,0.022,35,2.9
G_postcentral,2525,1420,3103,1.815,0.462,0.093,0.022,25,2.0
G_precentral,3535,1899,7046,2.825,0.522,0.085,0.018,27,2.0
G_precuneus,3302,2074,5976,2.312,0.536,0.110,0.023,34,3.0
G_rectus,872,631,1943,2.397,0.600,0.139,0.037,19,1.3
G_subcallosal,570,431,956,2.133,0.990,0.162,0.054,9,1.3
G_temp_sup-G_T_transv,585,298,800,2.114,0.427,0.100,0.020,5,0.4
G_temp_sup-Lateral,1879,1237,4728,2.768,0.559,0.112,0.022,21,1.7
G_temp_sup-Plan_polar,913,590,1885,2.908,0.630,0.075,0.012,4,0.5
G_temp_sup-Plan_tempo,1127,746,1778,2.255,0.410,0.102,0.017,9,0.8
G_temporal_inf,2599,1793,6014,2.659,0.668,0.136,0.033,45,3.7
G_temporal_middle,3026,2137,8345,2.863,0.679,0.133,0.027,45,3.2
Lat_Fis-ant-Horizont,435,284,458,1.795,0.380,0.084,0.011,2,0.2
Lat_Fis-ant-Vertical,304,205,389,2.340,0.404,0.099,0.020,1,0.2
Lat_Fis-post,1721,1136,2089,2.187,0.390,0.109,0.020,11,1.5
Pole_occipital,3782,2443,4680,1.747,0.515,0.137,0.032,51,5.0
Pole_temporal,1905,1465,6722,3.151,0.800,0.155,0.043,37,3.3
S_calcarine,2882,1970,3015,1.775,0.618,0.126,0.028,31,3.5
S_central,3226,2193,3573,1.833,0.625,0.087,0.014,13,1.9
S_cingul-Marginalis,1801,1157,2239,2.071,0.404,0.093,0.015,10,1.2
S_circular_insula_ant,548,373,812,2.605,0.388,0.109,0.023,3,0.6
S_circular_insula_inf,1253,811,1586,2.352,0.522,0.078,0.011,4,0.6
S_circular_insula_sup,1520,1011,2051,2.430,0.507,0.099,0.018,7,1.2
S_collat_transv_ant,1192,778,1813,2.632,0.380,0.094,0.016,7,0.7
S_collat_transv_post,682,442,624,1.824,0.346,0.131,0.024,6,0.7
S_front_inf,1819,1236,2684,2.220,0.366,0.106,0.020,13,1.6
S_front_middle,2970,2113,4423,2.063,0.500,0.124,0.028,30,3.6
S_front_sup,3285,2227,4959,2.299,0.409,0.097,0.017,21,2.4
S_interm_prim-Jensen,750,492,809,2.101,0.353,0.107,0.022,5,0.7
S_intrapariet_and_P_trans,4048,2782,4919,1.924,0.408,0.122,0.026,39,4.7
S_oc_middle_and_Lunatus,752,500,782,1.918,0.335,0.128,0.024,7,0.8
S_oc_sup_and_transversal,1519,973,1744,2.027,0.355,0.105,0.019,10,1.3
S_occipital_ant,567,388,706,1.930,0.360,0.120,0.025,6,0.5
S_oc-temp_lat,1144,769,1615,2.518,0.544,0.121,0.026,9,1.3
S_oc-temp_med_and_Lingual,2304,1526,2918,2.056,0.478,0.101,0.016,17,1.6
S_orbital_lateral,643,480,1036,2.014,0.452,0.142,0.031,11,1.0
S_orbital_med-olfact,869,603,925,1.712,0.422,0.115,0.021,7,0.9
S_orbital-H_Shaped,1542,1050,2628,2.540,0.521,0.126,0.032,13,2.1
S_parieto_occipital,2604,1723,3102,2.005,0.512,0.125,0.025,26,2.7
S_pericallosal,1607,1035,1275,1.520,0.486,0.120,0.021,23,1.4
S_postcentral,3419,2233,3923,1.865,0.414,0.101,0.017,24,2.5
S_precentral-inf-part,1683,1103,2221,2.339,0.406,0.097,0.018,10,1.3
S_precentral-sup-part,1648,1122,2299,2.296,0.472,0.107,0.018,10,1.4
S_suborbital,264,201,391,2.241,0.702,0.155,0.028,3,0.3
S_subparietal,1271,877,1857,2.285,0.504,0.130,0.027,13,1.5
S_temporal_inf,1175,799,1564,2.338,0.402,0.119,0.020,9,1.1
S_temporal_sup,5948,3920,8533,2.371,0.366,0.100,0.017,38,4.2
S_temporal_transverse,380,267,392,1.840,0.444,0.124,0.015,4,0.3
