StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1179,783,1952,2.514,0.442,0.089,0.016,6,0.7
caudalanteriorcingulate,1299,901,2451,2.277,0.841,0.135,0.021,20,1.3
caudalmiddlefrontal,2483,1669,4486,2.527,0.436,0.107,0.017,17,1.9
cuneus,2863,1878,4414,2.143,0.531,0.138,0.030,36,3.6
entorhinal,617,410,1737,3.281,0.708,0.123,0.022,8,0.5
fusiform,4486,3005,9431,2.695,0.620,0.118,0.024,49,4.1
inferiorparietal,7790,5285,14548,2.490,0.473,0.116,0.022,85,7.0
inferiortemporal,4517,3013,9356,2.761,0.646,0.121,0.028,52,5.5
isthmuscingulate,1514,1015,2787,2.356,0.911,0.113,0.024,15,1.5
lateraloccipital,9939,6297,15833,2.270,0.555,0.124,0.028,108,11.4
lateralorbitofrontal,3554,2481,6954,2.538,0.672,0.130,0.031,43,4.3
lingual,4955,3367,7432,2.094,0.677,0.136,0.031,60,6.6
medialorbitofrontal,2876,2019,5582,2.386,0.742,0.130,0.028,45,3.3
middletemporal,4845,3305,11443,2.812,0.615,0.109,0.019,47,3.7
parahippocampal,827,515,1706,2.908,0.980,0.066,0.012,3,0.4
paracentral,2294,1366,3660,2.520,0.501,0.095,0.016,14,1.6
parsopercularis,2013,1378,3916,2.582,0.406,0.117,0.022,19,1.9
parsorbitalis,1222,924,2699,2.226,0.691,0.142,0.030,18,1.6
parstriangularis,2359,1676,4401,2.310,0.510,0.118,0.021,29,2.1
pericalcarine,2864,2046,2820,1.535,0.440,0.155,0.038,39,4.8
postcentral,5928,3768,8754,2.095,0.556,0.101,0.018,49,4.4
posteriorcingulate,1781,1219,3144,2.385,0.773,0.128,0.025,22,1.9
precentral,7853,4954,14222,2.640,0.513,0.100,0.019,50,6.2
precuneus,5475,3746,9908,2.510,0.527,0.115,0.021,50,4.6
rostralanteriorcingulate,878,642,1802,2.328,0.774,0.130,0.032,13,1.3
rostralmiddlefrontal,7986,5718,15039,2.200,0.607,0.129,0.028,125,9.5
superiorfrontal,10386,7125,21441,2.629,0.519,0.111,0.020,96,8.7
superiorparietal,7371,4833,11793,2.245,0.467,0.115,0.020,77,6.1
superiortemporal,6404,4257,13772,2.858,0.648,0.109,0.019,60,5.3
supramarginal,6049,4188,11443,2.471,0.477,0.118,0.022,62,5.8
frontalpole,426,307,1237,2.836,0.796,0.191,0.074,13,1.5
temporalpole,651,454,2525,3.634,0.686,0.123,0.029,8,0.7
transversetemporal,767,417,1374,2.712,0.373,0.090,0.017,6,0.5
insula,3451,2266,6759,2.988,0.683,0.105,0.022,26,3.0
