Region,Volume,Units
Brain Segmentation Volume,1069007.000000000000,mm^3
Brain Segmentation Volume Without Ventricles,1052484.000000000000,mm^3
Supratentorial volume,935918.000000000000,mm^3
Supratentorial volume NotVent,919395.000000000000,mm^3
Subcortical gray matter volume,53596.000000000000,mm^3
Left hemisphere cortical gray matter volume,212084.318551751232,mm^3
Right hemisphere cortical gray matter volume,213549.757341771881,mm^3
Total cortical gray matter volume,425634.075893523113,mm^3
Total gray matter volume,582935.075893523055,mm^3
Left hemisphere cerebral white matter volume,220018.000000000000,mm^3
Right hemisphere cerebral white matter volume,221126.000000000000,mm^3
Total cerebral white matter volume,441144.000000000000,mm^3
Mask Volume,1495200.000000000000,mm^3
Supratentorial volume voxel count,919395.000000000000,mm^3
Brain Segmentation Volume Without Ventricles from Surf,1052484.000000000000,mm^3
Volume of ventricles and choroid plexus,13053.000000000000,mm^3
Estimated Total Intracranial Volume,1445626.437459,mm^3
Mean Thickness,2.3737399999999997,mm
