StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1194,817,2091,2.577,0.430,0.103,0.017,8,0.9
caudalanteriorcingulate,974,683,2066,2.494,0.668,0.114,0.016,10,0.7
caudalmiddlefrontal,2585,1883,5829,2.571,0.629,0.121,0.026,25,2.9
cuneus,2369,1545,3533,2.110,0.538,0.131,0.033,28,3.3
entorhinal,653,430,2368,3.535,0.765,0.116,0.034,9,0.8
fusiform,4068,2707,8967,2.900,0.577,0.118,0.024,45,3.9
inferiorparietal,6514,4422,13128,2.593,0.531,0.119,0.025,78,7.1
inferiortemporal,4264,2867,9685,2.893,0.684,0.115,0.026,44,4.5
isthmuscingulate,1380,890,2397,2.339,0.773,0.119,0.024,16,1.4
lateraloccipital,8389,5277,13190,2.289,0.599,0.125,0.029,96,10.1
lateralorbitofrontal,3683,2657,7720,2.548,0.711,0.142,0.037,51,5.8
lingual,4746,3278,6922,1.997,0.640,0.133,0.032,58,6.4
medialorbitofrontal,2828,1916,5388,2.446,0.847,0.112,0.024,31,2.8
middletemporal,4452,3181,11994,3.051,0.709,0.120,0.025,51,4.8
parahippocampal,968,617,2094,2.798,0.726,0.100,0.025,8,0.8
paracentral,2254,1447,4141,2.589,0.628,0.103,0.019,14,1.8
parsopercularis,1507,1091,3400,2.742,0.639,0.120,0.027,15,1.7
parsorbitalis,1171,880,3060,2.619,0.758,0.152,0.038,22,1.6
parstriangularis,1888,1345,3860,2.415,0.544,0.112,0.021,19,1.7
pericalcarine,2563,1768,2377,1.502,0.439,0.143,0.038,31,4.0
postcentral,5390,3553,8174,2.048,0.617,0.105,0.022,49,4.7
posteriorcingulate,1574,1096,3048,2.418,0.761,0.129,0.025,21,1.7
precentral,6902,4568,13210,2.613,0.574,0.105,0.020,49,6.0
precuneus,5759,4015,11017,2.605,0.544,0.129,0.030,67,7.1
rostralanteriorcingulate,821,613,2287,2.773,0.676,0.132,0.030,10,1.1
rostralmiddlefrontal,7198,5264,14703,2.298,0.627,0.141,0.033,116,10.7
superiorfrontal,8553,6124,20909,2.815,0.649,0.123,0.027,85,9.8
superiorparietal,8355,5460,14247,2.309,0.530,0.116,0.025,80,8.6
superiortemporal,5106,3400,11526,2.937,0.632,0.105,0.019,42,4.1
supramarginal,4874,3334,9421,2.514,0.507,0.111,0.022,48,4.4
frontalpole,412,345,1347,2.693,0.636,0.183,0.053,12,1.0
temporalpole,671,507,2902,3.796,0.602,0.137,0.031,9,0.9
transversetemporal,554,310,901,2.493,0.369,0.118,0.029,5,0.7
insula,2899,1898,5997,3.083,0.752,0.111,0.029,22,3.5
