StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
caudalanteriorcingulate,1022,726,1872,2.240,0.723,0.125,0.020,16,0.9
caudalmiddlefrontal,2444,1656,4355,2.510,0.392,0.100,0.015,18,1.6
cuneus,3100,1961,4972,2.201,0.684,0.122,0.026,33,3.3
entorhinal,635,429,2000,3.303,0.704,0.106,0.022,5,0.5
fusiform,4384,2868,9826,2.879,0.596,0.115,0.022,48,3.9
inferiorparietal,8247,5484,15696,2.620,0.499,0.115,0.021,81,7.5
inferiortemporal,4645,3167,10430,2.823,0.670,0.123,0.027,52,4.8
isthmuscingulate,1315,855,2232,2.407,0.701,0.120,0.022,15,1.2
lateraloccipital,8226,5279,13076,2.274,0.587,0.127,0.027,92,9.2
lateralorbitofrontal,4193,3029,8746,2.659,0.709,0.139,0.036,66,6.5
lingual,4818,3326,7326,2.084,0.617,0.133,0.032,53,6.6
medialorbitofrontal,2058,1500,3888,2.294,0.626,0.124,0.028,33,2.1
middletemporal,5315,3511,11623,2.871,0.565,0.111,0.020,49,4.6
parahippocampal,1050,669,2327,2.863,0.719,0.097,0.019,8,0.7
paracentral,2686,1665,4585,2.508,0.555,0.091,0.016,15,1.6
parsopercularis,1989,1321,3550,2.500,0.381,0.093,0.016,14,1.3
parsorbitalis,1022,720,2261,2.746,0.455,0.124,0.025,10,1.1
parstriangularis,2134,1509,4040,2.355,0.497,0.118,0.021,21,2.1
pericalcarine,2107,1451,1991,1.558,0.497,0.139,0.028,25,2.6
postcentral,7418,4670,11876,2.284,0.624,0.104,0.018,61,5.6
posteriorcingulate,1799,1190,3106,2.378,0.689,0.118,0.020,19,1.6
precentral,6740,4304,12340,2.624,0.506,0.097,0.017,44,4.8
precuneus,5476,3673,9934,2.432,0.539,0.115,0.020,58,4.6
rostralanteriorcingulate,925,671,2009,2.667,0.732,0.149,0.031,16,1.1
rostralmiddlefrontal,4324,3100,7873,2.266,0.539,0.134,0.028,52,5.2
superiorfrontal,11509,8148,23456,2.523,0.518,0.121,0.024,130,11.4
superiorparietal,6959,4569,10681,2.177,0.446,0.109,0.017,66,5.0
superiortemporal,6225,4089,14001,2.921,0.661,0.099,0.019,45,4.8
supramarginal,4697,3114,9120,2.642,0.484,0.114,0.020,43,4.1
transversetemporal,472,264,603,2.141,0.426,0.111,0.029,4,0.5
insula,2742,1829,5561,2.985,0.757,0.104,0.022,21,2.2
