StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1373,910,2108,2.452,0.394,0.112,0.020,11,1.1
caudalanteriorcingulate,773,538,1542,2.511,0.561,0.135,0.023,13,0.8
caudalmiddlefrontal,2747,1894,5156,2.604,0.399,0.119,0.020,24,2.5
cuneus,2103,1403,2607,1.746,0.445,0.130,0.026,22,2.4
entorhinal,1095,756,3521,3.421,0.694,0.111,0.022,9,1.0
fusiform,4913,3272,10019,2.721,0.556,0.121,0.023,52,4.6
inferiorparietal,7646,5164,14302,2.502,0.493,0.114,0.020,75,6.5
inferiortemporal,5207,3525,10993,2.643,0.631,0.111,0.025,65,5.2
isthmuscingulate,1462,928,2394,2.403,0.683,0.110,0.021,14,1.2
lateraloccipital,8473,5448,13528,2.192,0.615,0.117,0.024,85,8.3
lateralorbitofrontal,3989,2741,7687,2.653,0.539,0.125,0.028,41,4.4
lingual,4143,2874,6616,2.090,0.655,0.133,0.031,45,5.3
medialorbitofrontal,2615,1881,4868,2.469,0.599,0.137,0.033,43,3.5
middletemporal,3836,2550,7856,2.642,0.572,0.108,0.021,36,3.1
parahippocampal,994,637,2232,3.021,0.852,0.093,0.019,6,0.6
paracentral,2438,1525,4089,2.504,0.502,0.092,0.016,15,1.6
parsopercularis,1947,1330,3932,2.658,0.439,0.118,0.023,22,1.7
parsorbitalis,1006,730,2335,2.592,0.477,0.146,0.033,15,1.4
parstriangularis,1688,1151,3119,2.457,0.478,0.114,0.020,15,1.5
pericalcarine,2029,1355,1818,1.546,0.402,0.126,0.030,20,2.4
postcentral,6352,4034,10179,2.142,0.703,0.101,0.018,53,4.8
posteriorcingulate,1532,1022,2715,2.421,0.652,0.112,0.020,15,1.3
precentral,6856,4364,12292,2.570,0.552,0.091,0.015,45,4.2
precuneus,5760,3929,10499,2.417,0.521,0.110,0.019,58,4.6
rostralanteriorcingulate,1101,773,2549,2.836,0.764,0.117,0.025,11,1.1
rostralmiddlefrontal,6647,4759,12769,2.406,0.466,0.129,0.025,79,7.0
superiorfrontal,9460,6589,20077,2.726,0.515,0.118,0.022,84,8.9
superiorparietal,8351,5577,13963,2.267,0.490,0.111,0.020,81,6.8
superiortemporal,4874,3167,10654,2.851,0.608,0.089,0.015,32,3.2
supramarginal,5186,3431,9826,2.582,0.506,0.109,0.019,44,4.1
frontalpole,326,284,965,2.602,0.415,0.185,0.038,7,0.6
temporalpole,650,505,2579,3.847,0.377,0.148,0.027,8,0.8
transversetemporal,626,366,892,2.240,0.405,0.105,0.027,5,0.6
insula,3025,2037,6014,2.954,0.735,0.111,0.026,26,3.1
