StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1235,837,2011,2.507,0.572,0.109,0.021,9,1.1
caudalanteriorcingulate,788,488,1128,2.123,0.529,0.092,0.011,6,0.4
caudalmiddlefrontal,2771,1897,4768,2.279,0.611,0.107,0.022,22,2.5
cuneus,2168,1424,2821,1.779,0.532,0.134,0.032,22,2.9
entorhinal,513,355,1747,3.593,0.655,0.104,0.028,3,0.6
fusiform,4311,2915,8935,2.757,0.602,0.125,0.031,49,5.7
inferiorparietal,9000,6146,16930,2.472,0.597,0.117,0.025,97,8.8
inferiortemporal,4988,3534,12334,2.881,0.673,0.127,0.030,61,5.6
isthmuscingulate,1424,954,2373,2.224,0.907,0.125,0.031,19,1.7
lateraloccipital,7553,4924,11901,2.151,0.664,0.130,0.033,94,10.7
lateralorbitofrontal,3626,2566,6815,2.433,0.740,0.130,0.033,47,5.0
lingual,5659,3858,8134,1.994,0.702,0.134,0.033,62,8.0
medialorbitofrontal,3135,2249,5604,2.087,0.728,0.129,0.035,64,4.6
middletemporal,5395,4029,14100,2.862,0.697,0.136,0.029,87,6.4
parahippocampal,902,569,1860,2.748,0.700,0.092,0.021,8,0.6
paracentral,2925,1818,4832,2.547,0.703,0.105,0.021,23,2.7
parsopercularis,1977,1419,3801,2.361,0.557,0.119,0.025,18,1.9
parsorbitalis,1071,797,2442,2.349,0.691,0.137,0.027,16,1.2
parstriangularis,2023,1482,3936,2.219,0.584,0.134,0.027,24,2.4
pericalcarine,2439,1618,2241,1.543,0.511,0.138,0.032,29,3.5
postcentral,6536,4210,9539,2.073,0.645,0.104,0.022,56,6.0
posteriorcingulate,1533,1045,2824,2.576,0.609,0.116,0.020,18,1.4
precentral,7408,4688,12417,2.445,0.648,0.107,0.020,56,6.4
precuneus,5787,3987,10168,2.418,0.634,0.126,0.024,61,5.8
rostralanteriorcingulate,762,491,1139,2.176,0.823,0.097,0.015,6,0.4
rostralmiddlefrontal,6230,4442,11090,2.031,0.643,0.134,0.034,92,8.2
superiorfrontal,10419,7170,21686,2.496,0.709,0.113,0.023,93,9.9
superiorparietal,9470,6164,13559,2.035,0.524,0.106,0.021,83,7.8
superiortemporal,5368,3697,11833,2.783,0.645,0.105,0.024,57,5.3
supramarginal,6260,4429,11912,2.471,0.669,0.126,0.029,66,7.6
frontalpole,475,378,1244,2.419,0.608,0.180,0.053,11,1.1
temporalpole,627,454,2588,4.017,0.578,0.134,0.035,8,0.9
transversetemporal,642,384,1041,2.227,0.434,0.103,0.031,7,0.6
insula,3822,2558,7761,3.006,0.818,0.115,0.030,31,4.4
