StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
caudalanteriorcingulate,1220,807,2065,2.139,0.716,0.108,0.014,11,0.8
caudalmiddlefrontal,4726,3145,8705,2.520,0.495,0.106,0.020,35,3.8
cuneus,3068,2045,4804,2.163,0.514,0.121,0.025,31,3.2
entorhinal,552,366,1882,3.432,0.707,0.089,0.020,3,0.4
fusiform,5063,3207,9646,2.733,0.483,0.099,0.017,43,3.5
inferiorparietal,7744,5286,15171,2.608,0.484,0.116,0.020,79,6.9
inferiortemporal,5997,4244,15285,2.927,0.676,0.126,0.026,73,6.1
isthmuscingulate,1564,1040,2689,2.278,0.807,0.111,0.022,15,1.4
lateraloccipital,10099,6529,16838,2.287,0.610,0.122,0.025,105,10.4
lateralorbitofrontal,4444,3126,8731,2.411,0.765,0.131,0.031,64,5.6
lingual,4505,3014,6902,2.075,0.642,0.116,0.025,43,4.7
medialorbitofrontal,2444,1702,4479,2.200,0.700,0.108,0.023,32,2.4
middletemporal,6777,4591,14848,2.786,0.572,0.109,0.019,65,5.4
parahippocampal,1360,835,2358,2.481,0.665,0.071,0.011,6,0.5
paracentral,2194,1395,3383,2.303,0.473,0.102,0.017,15,1.6
parsopercularis,2957,1981,5609,2.574,0.470,0.114,0.020,25,2.6
parsorbitalis,1237,852,2682,2.549,0.576,0.116,0.020,13,1.2
parstriangularis,2179,1560,3806,2.109,0.558,0.115,0.020,21,2.0
pericalcarine,2326,1587,2447,1.755,0.504,0.118,0.025,20,2.5
postcentral,5023,3381,8765,2.294,0.519,0.110,0.019,46,4.1
posteriorcingulate,1941,1278,3195,2.248,0.789,0.101,0.018,15,1.5
precentral,8714,5608,12815,2.137,0.647,0.101,0.019,67,7.0
precuneus,5884,4008,10888,2.508,0.488,0.118,0.022,58,5.3
rostralanteriorcingulate,1208,843,2597,2.443,0.858,0.121,0.022,13,1.0
rostralmiddlefrontal,6899,4840,12249,2.162,0.585,0.122,0.027,94,7.8
superiorfrontal,15989,10687,29670,2.422,0.604,0.106,0.020,136,13.7
superiorparietal,6182,4074,9575,2.207,0.431,0.112,0.020,56,5.3
superiortemporal,7224,4738,16421,2.984,0.611,0.096,0.017,52,5.0
supramarginal,3468,2411,6656,2.677,0.531,0.127,0.027,34,4.0
transversetemporal,711,379,1027,2.602,0.435,0.109,0.022,7,0.6
insula,3226,2179,6644,2.965,0.754,0.105,0.022,25,2.8
