StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
G_and_S_frontomargin,1083,781,2112,2.291,0.608,0.143,0.033,15,1.6
G_and_S_occipital_inf,1452,993,3078,2.535,0.704,0.130,0.026,17,1.6
G_and_S_paracentral,1473,884,2656,2.487,0.506,0.111,0.023,13,1.3
G_and_S_subcentral,1519,1002,3108,2.609,0.628,0.127,0.031,19,1.8
G_and_S_transv_frontopol,607,469,1621,2.677,0.427,0.154,0.036,10,0.9
G_and_S_cingul-Ant,1902,1309,4146,2.867,0.550,0.122,0.023,19,1.8
G_and_S_cingul-Mid-Ant,953,629,1688,2.526,0.471,0.106,0.015,7,0.7
G_and_S_cingul-Mid-Post,1181,790,2189,2.537,0.613,0.104,0.021,9,1.0
G_cingul-Post-dorsal,529,356,1344,2.805,0.679,0.138,0.034,8,0.7
G_cingul-Post-ventral,259,138,510,2.792,0.868,0.105,0.026,3,0.2
G_cuneus,2145,1419,2695,1.765,0.433,0.148,0.032,30,3.0
G_front_inf-Opercular,1063,763,2724,2.753,0.491,0.130,0.030,14,1.3
G_front_inf-Orbital,428,295,1083,2.596,0.480,0.146,0.031,11,0.6
G_front_inf-Triangul,991,758,2633,2.757,0.574,0.158,0.036,16,1.4
G_front_middle,3600,2787,8704,2.403,0.567,0.156,0.035,63,5.2
G_front_sup,6190,4448,15007,2.751,0.541,0.135,0.027,79,7.1
G_Ins_lg_and_S_cent_ins,609,409,1393,3.228,0.762,0.117,0.042,6,1.0
G_insular_short,673,479,2279,3.413,0.854,0.133,0.042,10,1.0
G_occipital_middle,2363,1533,5136,2.580,0.653,0.140,0.031,39,2.9
G_occipital_sup,1496,972,2757,2.358,0.571,0.135,0.034,18,2.0
G_oc-temp_lat-fusifor,1722,1148,4463,2.993,0.607,0.128,0.028,24,1.9
G_oc-temp_med-Lingual,2498,1655,3777,1.884,0.680,0.134,0.034,31,3.4
G_oc-temp_med-Parahip,1261,815,3636,3.372,0.867,0.100,0.027,12,1.2
G_orbital,2439,1678,5426,2.617,0.816,0.136,0.038,35,3.6
G_pariet_inf-Angular,1861,1280,4091,2.508,0.534,0.123,0.024,23,1.8
G_pariet_inf-Supramar,3212,2239,7858,2.803,0.690,0.137,0.030,45,4.0
G_parietal_sup,2891,1873,6082,2.478,0.460,0.117,0.020,40,2.5
G_postcentral,2076,1303,4180,2.405,0.646,0.118,0.025,26,2.0
G_precentral,2672,1560,5681,2.736,0.643,0.111,0.028,28,3.0
G_precuneus,2358,1636,5442,2.595,0.546,0.127,0.025,32,2.5
G_rectus,892,664,2209,2.507,0.700,0.157,0.055,23,2.1
G_subcallosal,510,322,761,2.358,0.907,0.107,0.037,8,0.7
