StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1561,1020,2796,2.879,0.509,0.088,0.015,7,1.0
caudalanteriorcingulate,1091,734,2531,2.742,0.941,0.107,0.016,9,0.9
caudalmiddlefrontal,2930,1928,6184,2.867,0.496,0.098,0.017,18,2.2
cuneus,1794,1199,2661,2.111,0.601,0.140,0.030,22,2.3
entorhinal,584,395,2031,3.658,0.761,0.103,0.022,4,0.5
fusiform,4479,2997,11126,3.142,0.645,0.115,0.023,48,4.5
inferiorparietal,5761,3861,11927,2.747,0.571,0.108,0.020,57,4.6
inferiortemporal,4459,3106,11591,2.964,0.717,0.112,0.022,46,4.1
isthmuscingulate,1347,903,2688,2.504,1.072,0.109,0.024,15,1.2
lateraloccipital,7530,4693,11929,2.265,0.676,0.124,0.029,88,8.7
lateralorbitofrontal,3922,2621,7842,2.724,0.608,0.112,0.025,38,3.7
lingual,3320,2266,5508,2.238,0.700,0.128,0.028,39,3.8
medialorbitofrontal,2879,1941,5469,2.487,0.735,0.117,0.026,39,3.0
middletemporal,4089,2695,11067,3.182,0.754,0.105,0.019,38,3.1
parahippocampal,1023,628,2127,2.843,0.781,0.075,0.014,4,0.5
paracentral,1843,1177,3841,2.913,0.612,0.094,0.015,11,1.2
parsopercularis,2459,1684,5462,2.863,0.519,0.105,0.020,20,1.9
parsorbitalis,917,652,2713,3.134,0.600,0.125,0.027,11,1.0
parstriangularis,1788,1202,3576,2.648,0.546,0.108,0.022,16,1.5
pericalcarine,1385,979,1555,1.828,0.418,0.111,0.023,10,1.3
postcentral,5483,3579,10013,2.384,0.720,0.101,0.019,43,4.3
posteriorcingulate,1764,1199,3375,2.478,0.901,0.131,0.024,23,1.8
precentral,7039,4452,14790,2.944,0.602,0.097,0.017,45,5.2
precuneus,4515,3117,9474,2.781,0.574,0.118,0.023,47,4.3
rostralanteriorcingulate,1096,781,2775,3.075,0.668,0.121,0.024,13,1.2
rostralmiddlefrontal,6178,4424,13046,2.497,0.622,0.122,0.025,75,6.4
superiorfrontal,8951,6102,21841,3.132,0.577,0.111,0.021,76,7.8
superiorparietal,6105,4007,11394,2.529,0.511,0.107,0.020,55,4.7
superiortemporal,5291,3453,13257,3.185,0.715,0.090,0.014,36,3.3
supramarginal,5210,3553,11632,2.826,0.607,0.113,0.021,49,4.6
frontalpole,302,239,955,2.901,0.516,0.174,0.067,10,0.8
temporalpole,669,516,2869,3.814,0.584,0.136,0.027,8,0.8
transversetemporal,725,446,1319,2.743,0.412,0.097,0.018,6,0.4
insula,3088,2044,6637,3.244,0.739,0.107,0.026,21,3.3
