StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1189,798,2086,2.718,0.399,0.095,0.017,7,0.9
caudalanteriorcingulate,1209,826,2201,2.308,0.688,0.130,0.020,16,1.1
caudalmiddlefrontal,2820,1923,4792,2.314,0.420,0.117,0.022,26,2.7
cuneus,2629,1674,3332,1.836,0.532,0.129,0.030,29,3.3
entorhinal,590,390,1781,3.129,0.830,0.117,0.031,7,0.7
fusiform,4864,3251,10811,2.787,0.602,0.112,0.022,49,4.3
inferiorparietal,8399,5666,14745,2.419,0.443,0.119,0.022,91,7.7
inferiortemporal,5004,3369,10905,2.785,0.651,0.112,0.020,49,4.2
isthmuscingulate,1516,1006,2501,2.223,0.913,0.111,0.027,20,1.7
lateraloccipital,7335,4660,10931,2.114,0.591,0.124,0.028,82,8.4
lateralorbitofrontal,3937,2775,7178,2.382,0.694,0.146,0.040,59,6.9
lingual,5152,3502,7709,2.025,0.689,0.135,0.033,58,6.9
medialorbitofrontal,2757,1921,4661,2.115,0.700,0.125,0.027,40,3.1
middletemporal,5369,3600,12445,2.880,0.584,0.107,0.020,51,4.5
parahippocampal,1068,649,2166,2.890,0.782,0.086,0.016,7,0.6
paracentral,2304,1400,3877,2.468,0.566,0.093,0.017,14,1.6
parsopercularis,2256,1547,4136,2.368,0.411,0.107,0.020,22,1.8
parsorbitalis,1170,860,2784,2.691,0.572,0.146,0.030,17,1.5
parstriangularis,2034,1468,3898,2.363,0.498,0.128,0.026,22,2.2
pericalcarine,2063,1407,1705,1.370,0.368,0.132,0.029,21,2.6
postcentral,6074,3894,9344,2.141,0.585,0.105,0.020,51,5.0
posteriorcingulate,1745,1152,2677,2.072,0.703,0.121,0.024,22,1.9
precentral,7407,4696,12464,2.451,0.517,0.103,0.019,55,5.8
precuneus,5318,3535,8872,2.343,0.526,0.118,0.023,53,5.0
rostralanteriorcingulate,856,626,1837,2.520,0.482,0.130,0.022,11,0.9
rostralmiddlefrontal,7122,5153,13329,2.205,0.579,0.128,0.028,100,8.5
superiorfrontal,8915,6186,17300,2.463,0.511,0.123,0.025,93,9.1
superiorparietal,8374,5459,12776,2.155,0.458,0.113,0.021,82,7.1
superiortemporal,5373,3488,10765,2.760,0.523,0.094,0.017,41,3.9
supramarginal,5076,3442,9669,2.635,0.445,0.124,0.025,56,5.5
frontalpole,422,320,1012,2.383,0.598,0.152,0.032,7,0.6
temporalpole,613,473,2598,3.566,0.811,0.134,0.035,7,1.0
transversetemporal,568,325,892,2.423,0.357,0.105,0.026,5,0.5
insula,3146,2078,6443,3.169,0.745,0.113,0.027,26,3.2
