StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1416,928,2310,2.687,0.423,0.099,0.016,8,1.0
caudalanteriorcingulate,1144,811,2124,2.201,0.767,0.121,0.019,14,1.1
caudalmiddlefrontal,2667,1815,4942,2.501,0.437,0.100,0.017,19,2.0
cuneus,2420,1555,3299,1.973,0.510,0.139,0.032,30,3.5
entorhinal,475,324,1732,3.431,0.818,0.084,0.018,3,0.3
fusiform,5478,3679,12087,2.824,0.660,0.114,0.027,62,6.0
inferiorparietal,6716,4631,12990,2.538,0.490,0.115,0.021,71,6.2
inferiortemporal,4464,3183,10230,2.783,0.639,0.127,0.027,55,5.1
isthmuscingulate,1915,1266,3556,2.494,0.854,0.119,0.026,23,1.9
lateraloccipital,8636,5655,13619,2.205,0.502,0.121,0.027,93,9.6
lateralorbitofrontal,3166,2278,6763,2.575,0.710,0.131,0.035,35,4.2
lingual,5816,3956,9373,2.150,0.649,0.138,0.033,70,8.2
medialorbitofrontal,2936,2054,5214,2.284,0.777,0.133,0.038,44,4.6
middletemporal,5069,3603,12996,2.898,0.615,0.116,0.021,62,4.5
parahippocampal,970,592,1664,2.529,0.639,0.079,0.019,5,0.6
paracentral,2358,1447,3913,2.494,0.527,0.108,0.025,19,2.3
parsopercularis,2130,1460,4310,2.634,0.485,0.118,0.022,20,2.0
parsorbitalis,1268,1049,3731,2.626,0.716,0.175,0.050,26,2.9
parstriangularis,2416,1807,4865,2.312,0.600,0.133,0.028,27,3.0
pericalcarine,2207,1523,2229,1.604,0.367,0.136,0.036,24,3.3
postcentral,5749,3670,8304,2.063,0.640,0.103,0.021,47,4.6
posteriorcingulate,1991,1380,3546,2.325,0.785,0.127,0.026,25,2.2
precentral,7374,4655,13039,2.565,0.532,0.103,0.021,53,6.5
precuneus,5588,3886,9704,2.343,0.497,0.117,0.024,55,5.3
rostralanteriorcingulate,935,716,2214,2.535,0.666,0.127,0.026,16,1.2
rostralmiddlefrontal,7102,5236,14310,2.277,0.607,0.132,0.030,107,9.2
superiorfrontal,9098,6335,18807,2.543,0.575,0.123,0.026,94,10.2
superiorparietal,7578,5038,12312,2.224,0.445,0.108,0.021,71,6.5
superiortemporal,5638,3729,11776,2.742,0.531,0.102,0.018,47,4.3
supramarginal,5889,3942,11367,2.591,0.527,0.113,0.021,55,5.3
frontalpole,503,422,1573,2.620,0.610,0.188,0.057,14,1.4
temporalpole,660,472,2454,3.543,0.699,0.131,0.037,9,1.1
transversetemporal,587,318,885,2.536,0.413,0.103,0.021,5,0.4
insula,3297,2200,6696,2.955,0.761,0.106,0.025,26,3.1
