StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
caudalanteriorcingulate,1702,1081,2494,2.096,0.552,0.119,0.013,21,1.0
caudalmiddlefrontal,3393,2223,6149,2.566,0.438,0.101,0.017,21,2.6
cuneus,2924,1815,3316,1.705,0.480,0.124,0.025,32,3.2
entorhinal,606,389,1749,3.195,0.803,0.114,0.019,5,0.5
fusiform,4448,2856,9111,2.755,0.591,0.112,0.022,44,3.9
inferiorparietal,9954,6462,16684,2.383,0.463,0.108,0.019,84,7.8
inferiortemporal,5255,3548,11192,2.738,0.587,0.119,0.022,56,5.0
isthmuscingulate,1528,988,2495,2.224,0.769,0.116,0.026,17,1.4
lateraloccipital,7354,4571,11048,2.119,0.640,0.113,0.023,71,6.7
lateralorbitofrontal,4750,3280,9051,2.529,0.722,0.131,0.033,61,6.8
lingual,4416,2911,6021,1.908,0.601,0.130,0.032,50,6.1
medialorbitofrontal,2525,1702,4379,2.233,0.642,0.103,0.021,25,2.2
middletemporal,7146,4657,15154,2.806,0.548,0.107,0.018,64,5.4
parahippocampal,1168,718,2107,2.530,0.652,0.078,0.011,7,0.5
paracentral,2853,1670,4563,2.578,0.577,0.088,0.017,15,2.1
parsopercularis,2257,1443,3859,2.448,0.488,0.115,0.022,20,2.1
parsorbitalis,1254,821,2432,2.505,0.566,0.108,0.018,11,0.9
parstriangularis,2143,1434,3383,2.216,0.512,0.105,0.019,16,1.7
pericalcarine,2149,1422,2057,1.564,0.420,0.131,0.028,25,2.7
postcentral,6320,3922,8740,2.040,0.629,0.096,0.018,49,4.6
posteriorcingulate,1767,1208,2927,2.251,0.646,0.123,0.025,19,1.9
precentral,7947,4826,13447,2.579,0.642,0.095,0.018,50,6.0
precuneus,6085,4042,9579,2.244,0.520,0.114,0.022,56,5.5
rostralanteriorcingulate,1998,1373,4112,2.614,0.536,0.118,0.022,22,2.0
rostralmiddlefrontal,6668,4720,12153,2.303,0.574,0.131,0.028,78,8.0
superiorfrontal,13044,8877,24972,2.515,0.560,0.113,0.021,114,11.6
superiorparietal,7446,4721,9955,2.021,0.425,0.103,0.018,56,5.7
superiortemporal,7362,4696,14662,2.729,0.613,0.092,0.016,48,4.8
supramarginal,4062,2719,7456,2.627,0.507,0.125,0.024,39,4.1
transversetemporal,520,297,839,2.534,0.301,0.100,0.018,4,0.3
insula,3027,1980,6261,3.105,0.698,0.099,0.019,20,2.2
