StructName,NumVert,SurfArea,GrayVol,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
bankssts,1515,988,2129,2.329,0.344,0.085,0.014,7,0.9
caudalanteriorcingulate,1121,731,1860,2.202,0.708,0.118,0.013,15,0.7
caudalmiddlefrontal,3880,2522,7079,2.585,0.456,0.107,0.019,29,3.2
cuneus,2227,1455,2253,1.533,0.338,0.138,0.029,27,2.8
entorhinal,765,499,2178,3.190,0.787,0.096,0.020,4,0.6
fusiform,5321,3656,10602,2.575,0.607,0.120,0.022,58,4.9
inferiorparietal,7514,4983,12578,2.310,0.487,0.110,0.019,70,5.9
inferiortemporal,5508,3762,11540,2.603,0.658,0.116,0.023,59,5.7
isthmuscingulate,1688,1132,2499,2.054,0.792,0.116,0.028,21,1.6
lateraloccipital,7503,4823,10489,1.998,0.551,0.122,0.025,77,7.7
lateralorbitofrontal,4360,3000,7794,2.479,0.579,0.128,0.027,48,5.0
lingual,4245,2792,5498,1.820,0.552,0.121,0.027,44,4.7
medialorbitofrontal,3248,2189,5873,2.448,0.639,0.112,0.025,42,3.4
middletemporal,4835,3285,10953,2.730,0.620,0.107,0.019,42,4.0
parahippocampal,1151,723,2168,2.588,0.804,0.070,0.011,4,0.6
paracentral,2100,1276,3235,2.428,0.554,0.105,0.023,14,2.0
parsopercularis,2206,1441,3861,2.439,0.414,0.097,0.018,15,1.5
parsorbitalis,1112,771,2009,2.201,0.478,0.124,0.022,12,1.0
parstriangularis,2161,1391,3987,2.526,0.529,0.099,0.018,16,1.6
pericalcarine,1634,1108,1350,1.428,0.342,0.131,0.029,17,2.0
postcentral,6333,3951,9111,2.100,0.569,0.094,0.017,46,4.2
posteriorcingulate,2178,1451,3417,2.232,0.693,0.134,0.023,29,2.1
precentral,8416,5001,14346,2.627,0.597,0.091,0.017,52,5.9
precuneus,6510,4349,10562,2.298,0.555,0.123,0.025,71,6.8
rostralanteriorcingulate,1254,896,2751,2.712,0.504,0.126,0.021,18,1.1
rostralmiddlefrontal,9592,6751,17151,2.355,0.466,0.130,0.026,112,10.5
superiorfrontal,11093,7363,21692,2.664,0.487,0.110,0.021,88,9.5
superiorparietal,8763,5682,11873,1.984,0.454,0.103,0.017,70,6.3
superiortemporal,6373,4077,12031,2.604,0.588,0.086,0.014,38,3.7
supramarginal,5205,3439,9695,2.574,0.518,0.113,0.020,47,4.6
frontalpole,395,304,950,2.465,0.479,0.160,0.037,7,0.6
temporalpole,695,539,2571,3.547,0.742,0.125,0.025,8,0.8
transversetemporal,777,444,1000,2.080,0.311,0.096,0.016,6,0.5
insula,3907,2588,7123,2.793,0.665,0.112,0.027,36,3.9
